,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Lisaruumid,Küte,Sanitaar,Pliit,Seisukord,Lisaväärtused,Suve kommunaalid,Talve kommunaalid,Side,Kinnistu number,Krunt,tasuta parkimine,Ventilatsioon,Katus,Lisainfo,Lisanduvad kommunaalid,Lisanduvad kommunaalkulud,Tagatisraha,Maakleritasu,Parkimiskohti,tasuline parkimine,Piirangud,maakond
3078,"Randla tn 12, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,39.1,,,3,5,,,130000.0,F,kivimaja,1960,,,,,,gaasipliit,,,,,,,,,,,,,,,,,,,harju
3079,"Ehitajate tee 91/2, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,56.2,rõdu,2.20,8,8,korteriomand,"turvauks,trepikoda lukus,naabrivalve",239000.0,B,paneelmaja,2020,jah,,,"keskküte,põrandaküte","pesumasin,vann",elektripliit,uusehitis,"mööbel,külmik",,,"telefon,internet,kaabel-TV",,,,,,,,,,,,,,harju
3080,"J. Koorti tn 10, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,64.5,rõdu,,3,9,korteriomand,trepikoda lukus,128000.0,E,paneelmaja,1980,jah,,,keskküte,"pesumasin,wc ja vannituba eraldi,vann",elektripliit,vajab kapitaalremonti,mööbel,,,,,2699 m²,,,,,,,,,,,,harju
3081,"F. R. Faehlmanni tn 38, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,63.0,rõdu,3.00,1,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks",249900.0,energiamärgis määramata,kivimaja,1986,,"tasuta parkimine,kindel parkimiskoht kinnistul",kelder,keskküte,"tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi,vann",elektripliit,uus viimistlus,"kinnine hoov,mööbel,mööbli võimalus",,,"telefon,digi-TV,internet",,,,sundventilatsioon,plekk,,,,,,,,,harju
3082,"Väike-Ameerika tn 13, Uus Maailm, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,6,4,1,124.5,rõdu,,3,4,korteriomand,,309000.0,E,puitmaja,2007,,,,,,elektripliit,,,,,,0,,,,,,,,,,,,,harju
3083,"Kaselaane tn 9/2, Laagri alevik, Saue vald, Harju maakond","Laagri alevik, Saue vald, Harju maakond",2022-10-30,4,3,1,87.4,rõdu,,3,3,korteriomand,,290000.0,B,kivimaja,2019,,,panipaik,,,elektripliit,uusehitis,,,,,,,,,,,,,,,,,,harju
3084,"Vabriku tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,,91.5,rõdu,4.70,1,3,korteriomand,turvauks,310000.0,energiamärgis määramata,kivimaja,2012,,,,,,elektripliit,vajab renoveerimist,mööbel,,,internet,25884601,,,,,,,,,,,,,harju
3085,"Graniidi tn 33, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,39.9,,,1,2,korteriomand,"naabrivalve,trepikoda lukus",129900.0,energiamärgis määramata,puitmaja,1901,,,,gaasiküte,"wc ja vannituba eraldi,pesumasin,dušš",gaasipliit,valmis,külmik,,,,0,,jah,,,,,,,,,,,harju
3086,"Volmre tn 23, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,43.0,rõdu,,3,3,korteriomand,"trepikoda lukus,turvasüsteem,videokaamerad,turvauks",189900.0,A,kivimaja,2022,jah,"parkimiskoht garaažis,tasuta parkimine","kelder,panipaik,garderoob",,"dušš,tsentraalne kanalisatsioon,pesumasin",elektripliit,uusehitis,"mööbel,mööbli võimalus,TV,külmik",,,"telefon,digi-TV,internet",,,,sundventilatsioon,,,,,690.00,690.00,,,,harju
3087,"Vana-Rannamõisa tee 1D/4, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,80.0,rõdu,5.00,2,2,korteriomand,"trepikoda lukus,naabrivalve,turvauks",249000.0,A,kivimaja,2009,,tasuta parkimine,"kelder,panipaik,garderoob","gaasiküte,keskküte","wc ja vannituba eraldi,vann,tsentraalne kanalisatsioon",elektripliit,uus viimistlus,mööbli võimalus,,,internet,,,,sundventilatsioon,,,,,,,,,,harju
3088,"Ümera tn 6, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,50.0,,,3,9,korteriomand,"turvauks,trepikoda lukus,naabrivalve,videokaamerad",125000.0,D,,,,kindel parkimiskoht kinnistul,garderoob,,"dušš,pesumasin,tsentraalne kanalisatsioon,vann",elektripliit,renoveeritud,"mööbel,mööbli võimalus",,,"telefon,digi-TV,internet",,,,,,,,,,,,,,harju
3089,"Veeru tn 16, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,1,1,1,35.0,,3.00,3,9,korteriomand,"turvauks,naabrivalve",64000.0,,paneelmaja,,jah,tasuta parkimine,,keskküte,"pesumasin,tsentraalne kanalisatsioon",elektripliit,san remont tehtud,"mööbel,külmik",,,"internet,digi-TV,telefon",,,,sundventilatsioon,,,kõik kommunaalteenused,,,,,,,harju
3090,"Tartu mnt 47, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,2,63.6,rõdu,,5,8,korteriomand,"turvauks,videokaamerad,trepikoda lukus",219000.0,C,plokkmaja,1981,jah,tasuta parkimine,panipaik,keskküte,"tsentraalne kanalisatsioon,dušš,vann,pesumasin",elektripliit,"valmis,renoveeritud","kinnine hoov,mööbel,mööbli võimalus",,,"internet,digi-TV",,,,sundventilatsioon,,,,,,,,,,harju
3091,"Ümera tn 44, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,32.7,"rõdu,kinnine rõdu",,5,5,korteriomand,"trepikoda lukus,turvauks",82000.0,F,,1986,,,,,"vann,pesumasin",,valmis,"mööbel,mööbli võimalus,külmik",,,internet,,,,,,http://www.arcovara.ee/319111,,Added_to_price,,,,,,harju
3092,"Ränduri tn 42, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,2,,,41.7,,,1,3,korteriomand,"trepikoda lukus,turvauks",128900.0,E,kivimaja,1966,,,panipaik,,"dušš,pesumasin",,valmis,külmik,,,internet,,1951 m²,,,,http://www.arcovara.ee/319758,,Added_to_price,,,,,,harju
3093,"Uus-Maleva tn 1, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,78.0,klaasitud rõdu,3.00,5,5,kinnistu,"trepikoda lukus,naabrivalve,turvauks",199999.0,E,plokkmaja,,,"tasuta parkimine,kindel parkimiskoht kinnistul","panipaik,garderoob",keskküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,pesumasin",,renoveeritud,"kinnine hoov,mööbli võimalus",,,"digi-TV,internet",,,,,,,,,,,,,,harju
3094,"Uus-Maleva tn 1, Sirbi peatus, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,78.0,"klaasitud rõdu,rõdu,kinnine rõdu",3.00,5,5,kinnistu,"naabrivalve,trepikoda lukus,turvauks",199999.0,E,plokkmaja,,,"tasuta parkimine,kindel parkimiskoht kinnistul","panipaik,garderoob",keskküte,"dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin",elektripliit,renoveeritud,"kinnine hoov,mööbel",,,"internet,digi-TV",,,,,,,,,,,,,,harju
3095,"Hariduse tn 5, Kose alevik, Kose vald, Harju maakond","Kose alevik, Kose vald, Harju maakond",2022-10-30,2,1,1,47.6,,,3,3,kinnistu,,64780.0,E,plokkmaja,1985,,tasuta parkimine,"kelder,panipaik,garderoob",,,elektripliit,san remont tehtud,mööbli võimalus,,,"telefon,internet,digi-TV",,,,,,,,,,,,,,harju
3096,"Kannikese tn 10, Saku alevik, Harju maakond","Saku alevik, Harju maakond",2022-10-30,4,3,1,66.5,,,5,5,korteriomand,,130000.0,energiamärgis määramata,paneelmaja,1986,,,,,,,valmis,,,,,,,,,,,,,,,,,,harju
3097,"Luste tn 5, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,,,45.9,,,2,2,korteriomand,"turvauks,trepikoda lukus",100000.0,,puitmaja,,,tasuta parkimine,,ahjuküte,"dušš,boiler",,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
3098,"Läänemere tee 11, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,32.8,rõdu,10.40,5,5,korteriomand,"trepikoda lukus,turvauks,naabrivalve",80000.0,,paneelmaja,1994,,,,keskküte,"pesumasin,dušš,vann",elektripliit,renoveeritud,"mööbel,külmik",65.00,120.00,"telefon,internet,kaabel-TV",,,,,,,,,,,,,,harju
3099,"Läänemere tee 38, Kuristiku, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,,1,32.8,rõdu,,9,9,korteriomand,,73000.0,D,paneelmaja,1987,,,,,,elektripliit,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
3100,"Õismäe tee 25, Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,70.3,rõdu,,1,5,korteriomand,,147000.0,D,paneelmaja,1975,,,panipaik,,,elektripliit,uus viimistlus,,,,,0,,,,,,,,,,,,,harju
3101,"Paekaare tn 23, Lasnamäe, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,39.5,,,1,5,kaasomand,"turvauks,trepikoda lukus,videokaamerad",84900.0,,kivimaja,1970,,,,keskküte,vann,,renoveeritud,mööbel,70.00,140.00,"telefon,internet,kaabel-TV",,,,,,,,,,,,,,harju
3102,"Hospidali tn 4, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,55.1,,,1,4,,,149000.0,energiamärgis määramata,kivimaja,1947,,,panipaik,,,elektripliit,,,,,,,,,,,,,,,,,,,harju
3103,"Kalevipoja põik 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,,32.6,rõdu,3.00,1,9,korteriomand,"naabrivalve,turvauks,trepikoda lukus",85000.0,C,paneelmaja,1979,jah,,,keskküte,vann,elektripliit,vajab renoveerimist,külmik,50.00,120.00,internet,,,,,,,,,,,,,,harju
3104,"Küti tee 37/3, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,3,2,1,76.6,rõdu,,2,3,korteriomand,trepikoda lukus,245000.0,E,paneelmaja,2015,,kindel parkimiskoht kinnistul,panipaik,keskküte,dušš,elektripliit,valmis,mööbli võimalus,,,internet,,,,sundventilatsioon,rullmaterjal,,,,,,,,,harju
3105,"Kalmistu tee 7a, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,77.5,,,2,3,korteriomand,trepikoda lukus,210000.0,energiamärgis määramata,kivimaja,1998,,,,elektriküte,"saun,wc ja vannituba eraldi,dušš,pesumasin",,valmis,"mööbel,külmik",,,,,,,,,http://www.arcovara.ee/319745,,Added_to_price,,,,,,harju
3106,"Veerenni tn 33, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,34.9,,,3,3,korteriomand,,135000.0,energiamärgis määramata,puitmaja,1940,,,panipaik,,,gaasipliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
3107,"Tornimäe tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,,1,48.5,,,8,30,korteriomand,"turvauks,trepikoda lukus,videokaamerad,turvamees",193500.0,energiamärgis määramata,betoonmaja,2006,jah,,,"põrandaküte,gaasiküte","dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"valmis,uusehitis",mööbel,,,"digi-TV,internet",,,,sundventilatsioon,rullmaterjal,,,,,,,,,harju
3108,"Liinivahe tn 7-1, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,,,52.5,,4.40,1,3,korteriomand,,178990.0,B,paneelmaja,2023,jah,maa-alune parkla,panipaik,põrandaküte,,,uusehitis,,,,,,,,,,,,,,,2,,,harju
3109,"Sõpruse pst 159b, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,97.6,prantsuse rõdu,,7,8,korteriomand,"trepikoda lukus,turvauks",328000.0,E,kivimaja,2004,jah,"tasuta parkimine,kindel parkimiskoht kinnistul",panipaik,"gaasiküte,autonoomne küte","tsentraalne kanalisatsioon,wc ja vannituba eraldi,pesumasin,vann",elektripliit,valmis,"mööbel,mööbli võimalus",,,"digi-TV,internet",,,,,,,,,,,,,,harju
3110,"Jakobi tn 28, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,,22.5,,,1,4,korteriomand,"trepikoda lukus,turvauks",155000.0,,kivimaja,2019,jah,,,"põrandaküte,keskküte","pesumasin,dušš",elektripliit,valmis,"mööbel,külmik",,,"internet,kaabel-TV",0,,jah,,,,,,,,,,,harju
3111,"Asunduse tn 9, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,3,,55.9,,,1,5,korteriomand,"trepikoda lukus,turvauks",189700.0,C,paneelmaja,1987,,,,keskküte,"dušš,vann",gaasipliit,valmis,,,,"internet,kaabel-TV",0,,jah,,,,,,,,,,,harju
3112,"Pelguranna tn, Uus hind. Esimene rida merest. Kapitaalselt renoveeritud maja. Mööbel kodutehnikaga hinnas, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,,,40.4,,,4,4,korteriomand,"turvauks,trepikoda lukus,naabrivalve",110000.0,,paneelmaja,1962,,tasuta parkimine,"kelder,panipaik,garderoob",keskküte,"pesumasin,vann,tsentraalne kanalisatsioon,boiler",elektripliit,"renoveeritud,san remont tehtud","mööbel,mööbli võimalus",,,"digi-TV,internet",,,,,rullmaterjal,,,,,,,,,harju
3113,"Sõpruse pst 200, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,43.2,"rõdu,kinnine rõdu",3.00,1,9,korteriomand,trepikoda lukus,99000.0,C,paneelmaja,1988,,tasuta parkimine,,keskküte,"vann,dušš",elektripliit,,,,,"internet,digi-TV",,,,,bituumen,,,,,,,,,harju
3114,"Ankru tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,5,4,2,111.8,"terrass,rõdu",30.50,6,7,korteriomand,"trepikoda lukus,videokaamerad",570000.0,C,"kivimaja,paneelmaja",2023,jah,kindel parkimiskoht kinnistul,panipaik,keskküte,"dušš,tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",elektripliit,uusehitis,,,,"digi-TV,internet",,,,"sundventilatsioon,kliimaseade",plekk,,,,,,,,,harju
3115,"Sipelga tn 4, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,75.7,rõdu,4.50,6,8,korteriomand,"naabrivalve,trepikoda lukus,turvauks",247000.0,B,paneelmaja,2012,jah,"tasuta parkimine,kindel parkimiskoht kinnistul",panipaik,keskküte,"tsentraalne kanalisatsioon,dušš",elektripliit,valmis,,,,"internet,digi-TV",,,,,,,,,,,,,,harju
3116,"Maakri tn 36, Maakri, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,50.5,,,5,19,korteriomand,,210000.0,D,kivimaja,2003,,,panipaik,,,elektripliit,valmis,,,,,,,,,,,,,,,,,,harju
3117,"Kotka tn 42, Lilleküla, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,,,,71.3,rõdu,,3,3,,,199900.0,energiamärgis määramata,puitmaja,1939,,,panipaik,,,,,,,,,,,,,,,,,,,,,,harju
3118,"Tungla tn 12, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,80.9,,,7,9,korteriomand,,219000.0,E,kivimaja,1977,,,,,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
3119,"Vanatoa tee 6-2, Lähtse küla, Kiili vald, Harju maakond","Lähtse küla, Kiili vald, Harju maakond",2022-10-30,5,4,,107.0,,,,2,korteriomand,turvauks,269000.0,A,kivimaja,2024,,,panipaik,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",elektripliit,uusehitis,,,,,,350 m²,,sundventilatsioon,,,,,,,,,,harju
3120,"Ankru tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,5,3,1,129.4,"rõdu,terrass",33.00,,7,korteriomand,"videokaamerad,trepikoda lukus",590000.0,C,kivimaja,2022,jah,kindel parkimiskoht kinnistul,"panipaik,garderoob",keskküte,"saun,vann,dušš,tsentraalne kanalisatsioon,wc ja vannituba eraldi",elektripliit,uusehitis,,,,"internet,digi-TV",,,,"kliimaseade,sundventilatsioon",plekk,,,,,,,,,harju
3121,"Vääna tn 11, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,77.9,rõdu,4.60,3,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus",339000.0,B,kivimaja,2019,,,panipaik,"põrandaküte,gaasiküte","dušš,vann,wc ja vannituba eraldi",,uusehitis,mööbel,,,internet,0,,jah,,,,,,,,,,,harju
3122,"Narva mnt 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,81.9,,,4,,elamuühistu,"trepikoda lukus,turvasüsteem,turvauks",265000.0,,kivimaja,1958,jah,hoovis,,keskküte,"tsentraalne kanalisatsioon,vann,pesumasin",gaasipliit,valmis,"mööbel,TV,külmik",,,internet,,,,,plekk,,kõik kommunaalteenused,,,,,jah,,harju
3123,"Linnamäe tee 49, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,3,1,67.0,"rõdu,klaasitud rõdu,kinnine rõdu",,1,9,,"trepikoda lukus,turvauks",124000.0,,,,jah,tasuta parkimine,,keskküte,"tsentraalne kanalisatsioon,dušš,wc ja vannituba eraldi,vann",elektripliit,"valmis,san remont tehtud,renoveeritud",mööbli võimalus,,,"telefon,digi-TV,internet",,,,sundventilatsioon,,,,,600.00,,,,,harju
3124,"Liinivahe tn 7-4, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,54.7,"terrass,klaasitud rõdu",,1,3,korteriomand,,215400.0,B,paneelmaja,2023,jah,maa-alune parkla,panipaik,"põrandaküte,keskküte",,,uusehitis,,,,,,,,,,,,,,,2,,,harju
3125,"Liinivahe tn 7-20, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,54.7,,4.40,2,4,korteriomand,,253900.0,B,,2023,jah,maa-alune parkla,panipaik,"keskküte,põrandaküte",,,uusehitis,,,,,,,,,,,,,,,2,,,harju
3126,"Liinivahe tn 7-21, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,56.7,"rõdu,klaasitud rõdu",6.70,2,4,korteriomand,,238200.0,B,paneelmaja,2022,jah,maa-alune parkla,panipaik,"keskküte,põrandaküte",,,uusehitis,,,,,,,,,,,,,,,2,,,harju
3127,"Liinivahe tn 7-22, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,5,4,1,102.8,"rõdu,klaasitud rõdu",11.10,3,4,korteriomand,,468100.0,B,paneelmaja,2023,jah,maa-alune parkla,panipaik,"põrandaküte,keskküte",,,uusehitis,,,,,,,,,,,,,,,2,,,harju
3128,"Liinivahe tn 7-23, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,,1,47.0,"klaasitud rõdu,rõdu",4.30,3,4,korteriomand,,195100.0,B,paneelmaja,2023,jah,maa-alune parkla,panipaik,"keskküte,põrandaküte",,,uusehitis,,,,,,,,,,,,,,,2,,,harju
3129,"Langu tn 3, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,3,,1,48.5,,,3,4,korteriomand,"trepikoda lukus,turvauks",72000.0,energiamärgis määramata,kivimaja,,,tasuta parkimine,kelder,keskküte,"boiler,tsentraalne kanalisatsioon",elektripliit,san remont tehtud,mööbli võimalus,,,"digi-TV,internet,telefon",,,,sundventilatsioon,,,,,,,,,,harju
3130,"Langu tn 7, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,3,,1,47.8,,,1,4,korteriomand,"trepikoda lukus,turvauks",69000.0,energiamärgis määramata,kivimaja,1988,,tasuta parkimine,,keskküte,"boiler,tsentraalne kanalisatsioon",elektripliit,san remont tehtud,mööbli võimalus,,,"internet,digi-TV,telefon",,,,,,,,,,,,,hüpoteek,harju
3131,"Kollane tn 12, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,2,1,1,73.9,rõdu,,2,6,korteriomand,,275000.0,C,kivimaja,2007,,,panipaik,,,,,,,,,,,,,,,,,,,,,,harju
3132,"Punane tn 65, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,32.7,klaasitud rõdu,8.00,5,5,kinnistu,"trepikoda lukus,turvauks,naabrivalve,videokaamerad",87000.0,,paneelmaja,,,tasuta parkimine,panipaik,keskküte,,elektripliit,valmis,"mööbel,mööbli võimalus",,,,,,,,,,,,,,,,,harju
3133,"Peetri tn 22-18, Peetri tn, Paldiski linn, Harju maakond","Paldiski linn, Harju maakond",2022-10-30,2,2,1,47.9,,,1,5,korteriomand,"trepikoda lukus,turvasüsteem,naabrivalve,turvauks",65000.0,energiamärgis määramata,kivimaja,,,"garaaž,kindel parkimiskoht kinnistul","kelder,panipaik,garderoob",keskküte,"boiler,vann,dušš,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi",elektripliit,san remont tehtud,"eraldi sissepääs,mööbel",,,"digi-TV,telefon,internet",,1051 m²,,sundventilatsioon,,,,,,,,,,harju
3134,"Mereranna tee 2, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-30,3,3,1,77.9,"klaasitud rõdu,rõdu",4.50,3,3,korteriomand,trepikoda lukus,215000.0,D,kivimaja,1985,,tasuta parkimine,"kelder,panipaik",keskküte,"vann,pesumasin,wc ja vannituba eraldi,tsentraalne kanalisatsioon",,renoveeritud,"kinnine hoov,mööbli võimalus",,,"internet,digi-TV,telefon",,,,,,,,,,,,,,harju
3135,"Mustamäe tee 106, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,60.4,,,1,5,korteriomand,trepikoda lukus,124900.0,E,paneelmaja,1972,,tasuta parkimine,"kelder,panipaik,garderoob",keskküte,"vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,valmis,"kinnine hoov,mööbli võimalus",,,"internet,digi-TV",,,,sundventilatsioon,bituumen,,,,,,,,,harju
3136,"Kivila tn 22, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,32.9,"kinnine rõdu,klaasitud rõdu,rõdu",4.00,2,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks",89000.0,D,paneelmaja,,,tasuta parkimine,panipaik,keskküte,"vann,pesumasin",elektripliit,renoveeritud,"mööbel,mööbli võimalus",,,"telefon,internet,digi-TV",,,,,,,,,,,,,,harju
3137,"Väike-Laagri tn 3, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,87.0,,,3,3,kaasomand,,300000.0,energiamärgis määramata,puitmaja,,,,panipaik,,,elektripliit,,,,,,,,,,,,,,,,,,,harju
3138,"Ränduri tn 42, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,48.0,,,1,3,korteriomand,turvauks,130000.0,E,kivimaja,1966,,tasuta parkimine,kelder,keskküte,"boiler,dušš",elektripliit,valmis,,,,,,,,,plekk,,,,,,,,,harju
3139,"Võistluse tn 6/3-1, Kalevi Panorama, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,71.5,rõdu,4.00,5,14,,,279104.0,B,,2020,jah,,,"keskküte,põrandaküte","dušš,vann",,uusehitis,,,,,,,,,,,,,,,,,,harju
3140,"Kase tn 68, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,64.9,,,2,5,korteriomand,"trepikoda lukus,turvauks",198000.0,E,kivimaja,2006,jah,,,gaasiküte,vann,elektripliit,renoveeritud,,,,"kaabel-TV,internet",,18391 m²,,,,,,,,,,,,harju
3141,"Sinilille tee 2/3, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,3,2,1,65.4,terrass,,1,2,korteriomand,trepikoda lukus,245000.0,,plokkmaja,2018,,kindel parkimiskoht kinnistul,,gaasiküte,"vann,pesumasin,tsentraalne kanalisatsioon",elektripliit,"uusehitis,uus viimistlus",mööbel,,,"digi-TV,internet",,,,sundventilatsioon,,,,,,,,,,harju
3142,"Akadeemia tee 6, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,55.9,,,2,5,korteriomand,"trepikoda lukus,turvauks",128000.0,energiamärgis määramata,paneelmaja,1963,,,,keskküte,vann,elektripliit,valmis,,,,,,1867 m²,,,,,,,,,,,,harju
