,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Küte,Sanitaar,Pliit,Seisukord,Lisanduvad kommunaalid,Tagatisraha,Lisaruumid,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Side,Katus,Lisainfo,Ventilatsioon,Krunt,Piirangud,tasuline parkimine,tasuta parkimine,Maakleritasu,Parkimiskohti,Lisanduvad kommunaalkulud,maakond
67,"Pille tn 11/5-114, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,79.2,rõdu,6.40,3,6,korteriomand,"turvauks,trepikoda lukus",,346900.0,B,paneelmaja,2023,jah,,põrandaküte,"wc ja vannituba eraldi,vann",,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
68,"Pille tn 11/5-118, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,79.2,rõdu,6.40,4,6,korteriomand,"turvauks,trepikoda lukus",,349900.0,B,paneelmaja,2023,jah,,põrandaküte,"wc ja vannituba eraldi,vann",,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
69,"Pille tn 11/6-B126, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,54.7,rõdu,5.60,1,4,korteriomand,"turvauks,trepikoda lukus",,247900.0,B,paneelmaja,2023,jah,,põrandaküte,vann,,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
70,"Pille tn 11/6-B128, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,36.3,,,1,4,korteriomand,"turvauks,trepikoda lukus",,188900.0,B,paneelmaja,2023,jah,,põrandaküte,dušš,,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
71,"Pille tn 11/6-B131, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,54.6,rõdu,5.60,2,4,korteriomand,"turvauks,trepikoda lukus",,247900.0,B,paneelmaja,2023,jah,,põrandaküte,vann,,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
72,"Pille tn 11/6-B136, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,54.6,rõdu,5.60,3,4,korteriomand,"turvauks,trepikoda lukus",,247900.0,B,paneelmaja,2023,jah,,põrandaküte,vann,,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
73,"Paekalda tn 23/2, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,43.6,rõdu,5.00,2,8,korteriomand,"turvauks,trepikoda lukus",külmik,210000.0,A,,2022,jah,,"keskküte,põrandaküte",dušš,,uusehitis,,,,,,,kaabel-TV,,,,,,,,,,,harju
74,"Kasesalu tn 10, Ääsmäe küla, Saue vald, Harju maakond","Ääsmäe küla, Saue vald, Harju maakond",2023-01-14,2,1,,40.9,,,1,2,korteriomand,naabrivalve,"mööbel,külmik",73000.0,,kivimaja,1970,,,"elektriküte,õhksoojuspump","dušš,boiler",elektripliit,renoveeritud,,,panipaik,100.00,120.00,,"kaabel-TV,internet",,,,,,,,,,,harju
75,"Asunduse tn 5, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,39.8,,,4,5,korteriomand,"trepikoda lukus,turvauks,naabrivalve",külmik,119900.0,D,kivimaja,1965,,,keskküte,dušš,,renoveeritud,,,panipaik,,,,"internet,kaabel-TV",,,,,,,,,,,harju
76,"Asunduse tn 5, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,39.8,,,4,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks",külmik,119900.0,D,kivimaja,1965,,,keskküte,dušš,,renoveeritud,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
77,"Koondise tn 26, Saue linn, Harju maakond","Saue linn, Harju maakond",2023-01-14,2,1,,42.8,,,4,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",104000.0,energiamärgis määramata,kivimaja,2006,,,"keskküte,põrandaküte","dušš,pesumasin",elektripliit,renoveeritud,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
78,"Läänemere tee 16, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,64.9,rõdu,6.00,1,9,korteriomand,"naabrivalve,trepikoda lukus","mööbel,külmik",119900.0,F,paneelmaja,1989,jah,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",elektripliit,vajab kapitaalremonti,,,,130.00,280.00,,"kaabel-TV,internet",,,,,,,,,,,harju
79,"Vahtra tee 3, Peetri, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-14,3,2,,65.5,rõdu,5.10,1,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus",külmik,199900.0,C,kivimaja,2008,,,"gaasiküte,põrandaküte","dušš,wc ja vannituba eraldi,pesumasin",elektripliit,valmis,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
80,"J. Sütiste tee 33, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,43.0,rõdu,3.00,6,9,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",109900.0,D,paneelmaja,1972,jah,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",gaasipliit,renoveeritud,,,,80.00,125.00,15162101,"kaabel-TV,internet",,,,,,,,,,,harju
81,"Kuldala tee 13, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-14,2,1,,47.6,rõdu,10.00,1,4,korteriomand,"naabrivalve,turvauks","mööbel,külmik",189900.0,E,paneelmaja,2007,,,"keskküte,gaasiküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,pesumasin",elektripliit,renoveeritud,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
82,"Kannikese tn 16, Saku alevik, Harju maakond","Saku alevik, Harju maakond",2023-01-14,3,2,,65.5,,,1,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",,153000.0,E,kivimaja,1985,,,keskküte,"dušš,wc ja vannituba eraldi",elektripliit,renoveeritud,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
83,"Kadaka pst 140, Kadaka, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,60.0,rõdu,4.50,5,7,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",224000.0,C,paneelmaja,2015,jah,,"keskküte,põrandaküte","vann,pesumasin",elektripliit,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
84,"Köie tn 1b/1, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,58.6,,,1,2,korteriomand,trepikoda lukus,"mööbel,külmik",199900.0,,puitmaja,1946,,,"gaasiküte,põrandaküte",vann,elektripliit,renoveeritud,,,"kelder,panipaik",70.00,200.00,24238401,"kaabel-TV,internet",,,,,,,,,,,harju
85,"Kuusiku tee 5, Loo, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,2,,66.8,rõdu,4.00,5,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",129000.0,C,paneelmaja,1987,,,keskküte,"dušš,pesumasin",elektripliit,renoveeritud,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
86,"Veerenni tn 36b/5-15, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,118.3,rõdu,12.00,3,3,korteriomand,,,558900.0,B,paneelmaja,2023,jah,,,"dušš,wc ja vannituba eraldi,vann,saun",,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
87,"Veerenni tn 36b/6-17, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,118.4,rõdu,12.00,2,3,korteriomand,,,498900.0,B,paneelmaja,2023,jah,,,"dušš,wc ja vannituba eraldi,vann,saun",,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
88,"Pille tn 11/1-27, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,35.7,,,2,4,korteriomand,"turvauks,trepikoda lukus",,191900.0,B,paneelmaja,2023,jah,,põrandaküte,dušš,,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
89,"Pille tn 11/2-58, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,114.4,rõdu,7.60,6,6,korteriomand,"turvauks,trepikoda lukus",,558900.0,B,paneelmaja,2023,jah,,põrandaküte,"dušš,wc ja vannituba eraldi,vann,saun",,uusehitis,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
90,"Pille tn 11/3-81, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,114.5,rõdu,8.10,6,6,korteriomand,"turvauks,trepikoda lukus",,558900.0,B,paneelmaja,2023,jah,,põrandaküte,"dušš,wc ja vannituba eraldi,vann,saun",,uusehitis,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
91,"Pille tn 11/4-97, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,79.2,rõdu,6.40,4,6,korteriomand,"turvauks,trepikoda lukus",,350900.0,B,paneelmaja,2023,jah,,põrandaküte,"wc ja vannituba eraldi,vann",,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
92,"Pille tn 11/4-103, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,114.5,rõdu,8.10,6,6,korteriomand,"turvauks,trepikoda lukus",,558900.0,B,paneelmaja,2023,jah,,põrandaküte,"dušš,wc ja vannituba eraldi,vann,saun",,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
93,"Lasteaia tn 5, Loksa linn, Harju maakond","Loksa linn, Harju maakond",2023-01-14,3,2,1,61.0,klaasitud rõdu,3.00,4,5,korteriomand,"turvauks,trepikoda lukus",mööbel,49000.0,energiamärgis määramata,kivimaja,1984,,kindel parkimiskoht kinnistul,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi",elektripliit,renoveeritud,,,kelder,,,,"internet,digi-TV",bituumen,,sundventilatsioon,,,,,,,,harju
94,"Staapli tn 3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,52.9,klaasitud rõdu,5.60,6,2,korteriomand,"turvauks,naabrivalve,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus",260000.0,energiamärgis määramata,betoonmaja,2019,jah,garaaž,"põrandaküte,keskküte","tsentraalne kanalisatsioon,dušš,wc ja vannituba eraldi",elektripliit,uusehitis,,,"kelder,panipaik,garderoob",,,,"telefon,digi-TV,internet",bituumen,,sundventilatsioon,,,,,,,,harju
95,"Joa tn 9/1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,85.2,rõdu,,2,4,korteriomand,"turvasüsteem,trepikoda lukus,turvauks","kinnine hoov,mööbel,mööbli võimalus",345000.0,B,betoonmaja,2018,jah,"parkimiskoht maa-aluses garaažis,tasuta parkimine","gaasiküte,põrandaküte","pesumasin,tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",elektripliit,"valmis,uusehitis,renoveeritud",,,"panipaik,garderoob",,,,"digi-TV,internet,telefon",,,,,,,,,,,harju
96,"Sitsi tn 5b, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,19.4,,,2,2,korteriomand,"videokaamerad,turvauks",,52000.0,energiamärgis määramata,puitmaja,1905,,,elektriküte,"dušš,boiler,pesumasin",,valmis,,,,,,,,,,,,,,,,,,harju
97,"Kolde pst 88, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,29.8,,,1,5,korteriomand,,,79000.0,energiamärgis määramata,paneelmaja,1972,,,keskküte,"wc ja vannituba eraldi,vann",,,,,,,,,,,,,,,,,,,,harju
98,"Liikuri tn 41/1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,54.2,rõdu,2.90,6,8,korteriomand,"videokaamerad,trepikoda lukus","mööbel,külmik",195000.0,B,paneelmaja,2019,jah,garaaž,keskküte,"vann,pesumasin",,valmis,,,panipaik,,,,"internet,kaabel-TV",,,,,,,,,,,harju
99,"Tammepõllu tee 9, Haabneeme, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2023-01-14,3,2,,70.6,,,2,4,korteriomand,"naabrivalve,trepikoda lukus","mööbel,külmik",175000.0,D,kivimaja,2007,jah,,keskküte,"vann,pesumasin",,renoveeritud,,,panipaik,120.00,230.00,,"kaabel-TV,internet",,,,,,,,,,,harju
100,"Lasteaia tn 5, Loksa linn, Harju maakond","Loksa linn, Harju maakond",2023-01-14,3,2,1,61.0,klaasitud rõdu,3.00,4,5,korteriomand,"turvauks,trepikoda lukus",mööbel,49000.0,energiamärgis määramata,kivimaja,1984,,kindel parkimiskoht kinnistul,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi",elektripliit,renoveeritud,,,kelder,,,,"internet,digi-TV",bituumen,,sundventilatsioon,,,,,,,,harju
101,"Staapli tn 3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,52.9,klaasitud rõdu,5.60,6,2,korteriomand,"turvauks,naabrivalve,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus",260000.0,energiamärgis määramata,betoonmaja,2019,jah,garaaž,"põrandaküte,keskküte","tsentraalne kanalisatsioon,dušš,wc ja vannituba eraldi",elektripliit,uusehitis,,,"kelder,panipaik,garderoob",,,,"telefon,digi-TV,internet",bituumen,,sundventilatsioon,,,,,,,,harju
102,"Joa tn 9/1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,85.2,rõdu,,2,4,korteriomand,"turvasüsteem,trepikoda lukus,turvauks","kinnine hoov,mööbel,mööbli võimalus",345000.0,B,betoonmaja,2018,jah,"parkimiskoht maa-aluses garaažis,tasuta parkimine","gaasiküte,põrandaküte","pesumasin,tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",elektripliit,"valmis,uusehitis,renoveeritud",,,"panipaik,garderoob",,,,"digi-TV,internet,telefon",,,,,,,,,,,harju
103,"Uus-Sauga tn 41, Ülejõe, Pärnu linn, Pärnu maakond","Pärnu linn, Pärnu maakond",2023-01-14,2,,,38.6,,,4,4,korteriomand,"trepikoda lukus,turvauks",külmik,49000.0,energiamärgis määramata,paneelmaja,,,,keskküte,"pesumasin,vann,wc ja vannituba eraldi",elektripliit,vajab kapitaalremonti,,,panipaik,,,,internet,,,,,,,,,,,harju
104,"Sitsi tn 5b, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,19.4,,,2,2,korteriomand,"videokaamerad,turvauks",,52000.0,energiamärgis määramata,puitmaja,1905,,,elektriküte,"dušš,boiler,pesumasin",,valmis,,,,,,,,,,,,,,,,,,harju
105,"Kolde pst 88, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,29.8,,,1,5,korteriomand,,,79000.0,energiamärgis määramata,paneelmaja,1972,,,keskküte,"wc ja vannituba eraldi,vann",,,,,,,,,,,,,,,,,,,,harju
106,"Liikuri tn 41/1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,54.2,rõdu,2.90,6,8,korteriomand,"videokaamerad,trepikoda lukus","mööbel,külmik",195000.0,B,paneelmaja,2019,jah,garaaž,keskküte,"vann,pesumasin",,valmis,,,panipaik,,,,"internet,kaabel-TV",,,,,,,,,,,harju
107,"Tammepõllu tee 9, Haabneeme, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2023-01-14,3,2,,70.6,,,2,4,korteriomand,"naabrivalve,trepikoda lukus","mööbel,külmik",175000.0,D,kivimaja,2007,jah,,keskküte,"vann,pesumasin",,renoveeritud,,,panipaik,120.00,230.00,,"kaabel-TV,internet",,,,,,,,,,,harju
108,"Noorkuu tn 3, Pärnaõue, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,46.2,rõdu,,1,4,korteriomand,trepikoda lukus,mööbel,157900.0,B,kivimaja,2017,,kindel parkimiskoht kinnistul,gaasiküte,"dušš,pesumasin",elektripliit,uusehitis,,,"panipaik,garderoob",,,,"telefon,digi-TV,internet",,,sundventilatsioon,,,,,,,,harju
109,"Maleva tn 1, Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,41.0,,,5,6,korteriomand,,,107000.0,energiamärgis määramata,paneelmaja,2000,,,,,elektripliit,,,,panipaik,,,,,,,,,,,,,,,harju
110,"Hansu tn, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,64.2,terrass,,1,3,korteriomand,"turvasüsteem,videokaamerad",eraldi sissepääs,198000.0,energiamärgis määramata,kivimaja,,,"tasuta parkimine,kindel parkimiskoht kinnistul",keskküte,"wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon",elektripliit,valmis,,,,,,,internet,rullmaterjal,,,,,,,,,,harju
111,"E. Vilde tee 76, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,61.1,rõdu,3.00,5,5,korteriomand,"turvauks,trepikoda lukus,naabrivalve",,152000.0,D,paneelmaja,1967,,tasuta parkimine,keskküte,"pesumasin,vann,tsentraalne kanalisatsioon",gaasipliit,renoveeritud,,,"kelder,panipaik,garderoob",,,,"digi-TV,internet",,,,,,,,,,,harju
112,"Vana-Lõuna tn 39, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,54.2,,,2,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",külmik,194400.0,D,kivimaja,1940,,,"gaasiküte,põrandaküte","dušš,pesumasin",,valmis,,,,,,0,,,,,,,,,,,,harju
113,"Paldiski mnt 17, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,102.5,rõdu,,4,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",külmik,373000.0,C,kivimaja,2014,jah,garaaž,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,saun,pesumasin",,valmis,,,"panipaik,garderoob",,,0,internet,,,,,,,,,,,harju
114,"Roosaare tee 3A, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-14,4,,,74.0,,,1,1,korteriomand,turvauks,külmik,283000.0,B,kivimaja,2016,,,õhksoojuspump,"saun,pesumasin,vann",,valmis,,,panipaik,,,0,,,,,,,,,,,,harju
115,"Angerja tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,48.9,,,1,4,kinnistu,,,132000.0,,paneelmaja,1962,,,,,,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
116,"Suur-Patarei tn 23, Suur-Patarei, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,2,88.2,,,1,4,korteriomand,trepikoda lukus,"eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus",319000.0,E,,1960,,"tasuta parkimine,kindel parkimiskoht kinnistul",keskküte,"vann,wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon",,,,,garderoob,,,,"internet,digi-TV",,,,,,,,,,,harju
117,"Pärnu mnt 129c/2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,68.5,terrass,117.80,1,7,korteriomand,,,257000.0,B,kivimaja,2010,,parkimiskoht maa-aluses garaažis,,,,valmis,,,panipaik,,,,,,Vaata koguinfot ja kõiki pilte,,,,,,,,,harju
118,"Õismäe tee 90, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,65.2,rõdu,2.00,13,16,korteriomand,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",139500.0,D,paneelmaja,1979,jah,,keskküte,"dušš,vann",elektripliit,,,,,130.00,180.00,,,,,,,,,,,,,harju
119,"Kreenholmi tn 36, Narva linn, Ida-Viru maakond","Narva linn, Ida-Viru maakond",2023-01-14,2,,,47.7,,,7,9,,,"mööbel,mööbli võimalus",43000.0,F,,1978,jah,tasuta parkimine,,,gaasipliit,,,,,,,,,,https://zukkv.ee/,,,,,,,,,harju
120,"Kivila tee 2-33, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,3,,,78.7,"rõdu,rõdu,rõdu,rõdu",,3,4,korteriomand,,,419865.0,B,,,jah,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
121,"Kivila tee 2-26, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,3,,,72.3,rõdu,,2,4,korteriomand,,,359865.0,B,,,jah,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
122,"Kivila tee 2-24, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,2,,,65.2,rõdu,,2,4,korteriomand,,,305706.0,B,,,jah,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
123,"Kivila tee 2-19, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,2,,,72.4,rõdu,,1,4,korteriomand,,,425750.0,B,,,jah,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
124,"Kivila tee 2-18, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,2,,,67.6,rõdu,,1,4,korteriomand,,,329900.0,B,,,jah,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
125,"Kivila tee 2-16, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2023-01-14,3,,,86.7,rõdu,,1,4,korteriomand,,,399900.0,B,,,jah,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
126,"Mustamäe tee 181, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.1,klaasitud rõdu,2.10,8,9,korteriomand,trepikoda lukus,mööbel,112900.0,D,paneelmaja,1968,jah,tasuta parkimine,keskküte,"vann,pesumasin",gaasipliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
127,"Kangelaste prospekt 8b, Narva linn, Ida-Viru maakond","Narva linn, Ida-Viru maakond",2023-01-14,2,,,47.1,,,7,9,,,,30000.0,F,plokkmaja,1975,,tasuta parkimine,keskküte,,gaasipliit,,,,,,,,,,https://zukkv.ee/,,,,,,,,,harju
128,"Võidu prospekt 6a, Narva linn, Ida-Viru maakond","Narva linn, Ida-Viru maakond",2023-01-14,3,,,58.9,,,5,5,,,,36000.0,E,plokkmaja,1967,,tasuta parkimine,keskküte,,gaasipliit,,,,,,,,,,https://zukkv.ee/,,,,,,,,,harju
129,"I. Grafovi tn 8, Narva linn, Ida-Viru maakond","Narva linn, Ida-Viru maakond",2023-01-14,2,,,37.0,,,1,4,,,mööbli võimalus,29000.0,G,,1961,,tasuta parkimine,keskküte,,gaasipliit,,,,,,,,,,https://zukkv.ee/,,,,,,,,,harju
130,"Loitsu tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,49.2,"rõdu,kinnine rõdu",,6,9,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",99000.0,D,paneelmaja,1972,jah,tasuta parkimine,keskküte,"vann,pesumasin,dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,san remont tehtud,,,garderoob,,,,"digi-TV,telefon,internet",,,,,,,,,,,harju
131,"Linnamäe tee 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,64.0,"rõdu,kinnine rõdu",,5,9,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",145000.0,E,paneelmaja,1988,jah,tasuta parkimine,keskküte,"pesumasin,vann,dušš,tsentraalne kanalisatsioon",elektripliit,renoveeritud,,,garderoob,,,,"telefon,digi-TV,internet",,,,,,,,,,,harju
132,"Sõle tn 71, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,1,137.1,terrass,15.00,4,4,korteriomand,"turvauks,trepikoda lukus,turvasüsteem","mööbel,mööbli võimalus",425000.0,,kivimaja,2004,,tasuta parkimine,"gaasiküte,kamin,õhksoojuspump,põrandaküte","pesumasin,wc ja vannituba eraldi,dušš,vann,tsentraalne kanalisatsioon",elektripliit,"san remont tehtud,valmis,renoveeritud",,,,,,,"digi-TV,internet",,,,,,,,,,,harju
133,"K. Kärberi tn 13, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,64.8,rõdu,,8,9,,"turvauks,trepikoda lukus",,105000.0,E,paneelmaja,1987,jah,tasuta parkimine,keskküte,"vann,wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon",elektripliit,vajab kapitaalremonti,,,garderoob,,,,"digi-TV,telefon,internet",,,,,,,,,,,harju
