,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Hind / m²,Suve kommunaalid,Talve kommunaalid,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Katastritunnus,Kinnistu number,Energiamärgis,Materjal,Küte,Sanitaar,Side,Köögi pind,Rõdu,Rõdu pind,Ehitusaasta,Lisaväärtused,Parkimine,Lisaruumid,Ventilatsioon,Vannitube,Pliit,Saadaval,Lisainfo,Lift,Krunt,Katus,Lisanduvad kommunaalid,Tagatisraha,Maakleritasu,tasuta parkimine,Lisanduvad kommunaalkulud,Parkimiskohti,tasuline parkimine,Piirangud,Sihtotstarve,KM,Detailplaan,maakond
3317,8460594,"Aia tn 9,Rummu alevik, Lääne-Harju vald, Harju maakond",2022-10-16,renoveeritud,3,2,76 m²,3,5,korteriomand,,72 000 €,947.37 €/m²,,,"226 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,kivimaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3318,4530131,"Pakri tn 4,Paldiski linn, Harju maakond",2022-10-16,renoveeritud,2,1,46 m²,4,5,korteriomand,,50 000 €,1 086.96 €/m²,,,"157 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",58001:002:0030,,D,kivimaja,,,,10.00,,,1970,,,,,,,,,,,,,,,,,,,,,,,harju
3319,9038828,"Rae tn 44,Paldiski linn, Harju maakond",2022-10-16,renoveeritud,1,1,29.7 m²,2,5,korteriomand,,45 000 €,1 515.15 €/m²,60.00,100.00,"141 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",58001:002:0033,,D,paneelmaja,,,,,,,,mööbel,,,,,,,,,,,,,,,,,,,,,,harju
3320,5409517,"Priisle tee 1,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,60.2 m²,11,6,,"trepikoda lukus,naabrivalve,turvauks",236 900 €,,,,"744 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,"betoonmaja,kivimaja",keskküte,dušš,"internet,telefon,digi-TV",,rõdu,,2022,"kinnine hoov,mööbel,mööbli võimalus",parkimiskoht garaažis,"panipaik,garderoob",,1,elektripliit,,,jah,,rullmaterjal,,,,,,,,,,,,harju
3321,7377244,"Ümera tn 6,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,san remont tehtud,3,2,65 m²,9,9,korteriomand,"turvauks,trepikoda lukus,naabrivalve",129 000 €,,,,"405 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,paneelmaja,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin,vann","digi-TV,internet,telefon",,klaasitud rõdu,4.00,1985,"mööbel,mööbli võimalus",tasuta parkimine,,,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
3322,6677758,"Mustamäe tee 84,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,3,61 m²,8,9,korteriomand,"trepikoda lukus,turvauks",174 500 €,,,,"548 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,paneelmaja,keskküte,"pesumasin,tsentraalne kanalisatsioon,dušš,vann","telefon,digi-TV,internet",8.00,klaasitud rõdu,8.30,,,kindel parkimiskoht kinnistul,,sundventilatsioon,1,elektripliit,,,jah,,bituumen,,,,,,,,,,,,harju
3323,3858781,"Tööstuse tn 89,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,"vajab renoveerimist,renoveeritud",3,2,56.5 m²,1,5,korteriomand,"trepikoda lukus,turvauks,videokaamerad",132 000 €,2 336.28 €/m²,,,"415 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,paneelmaja,keskküte,"pesumasin,tsentraalne kanalisatsioon,dušš,vann","digi-TV,internet,telefon",,,,1964,"mööbel,mööbli võimalus","kindel parkimiskoht kinnistul,tasuta parkimine","kelder,panipaik",sundventilatsioon,1,gaasipliit,,,,,rullmaterjal,,,,,,,,,,,,harju
3324,7274088,"Uus-Volta tn 9-310, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,21.6 m²,3,1,korteriomand,,159 900 €,7 402.78 €/m²,,,"502 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3325,3652976,"Uus-Volta tn 9-309, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,31.5 m²,3,1,korteriomand,,234 900 €,7 457.14 €/m²,,,"738 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3326,4675777,"Uus-Volta tn 9-308, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,23.2 m²,3,1,korteriomand,,179 900 €,7 754.31 €/m²,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3327,2088303,"Uus-Volta tn 9-307, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,23.3 m²,3,1,korteriomand,,174 900 €,7 506.44 €/m²,,,"549 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3328,5985576,"Uus-Volta tn 9-305, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,23.7 m²,3,1,korteriomand,,179 900 €,7 590.72 €/m²,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3329,9291433,"Uus-Volta tn 9-306, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,23.7 m²,3,1,korteriomand,,179 900 €,7 590.72 €/m²,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3330,9167253,"Uus-Volta tn 9-304, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,23.8 m²,3,1,korteriomand,,184 900 €,7 768.91 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3331,7885853,"Uus-Volta tn 9-303, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,16.7 m²,3,1,korteriomand,,129 900 €,7 778.44 €/m²,,,"408 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3332,2901143,"Uus-Volta tn 9-302, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,19 m²,3,1,korteriomand,,139 900 €,7 363.16 €/m²,,,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3333,1234931,"Uus-Volta tn 9-301, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,21.3 m²,3,1,korteriomand,,149 900 €,7 037.56 €/m²,,,"471 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3334,3092744,"Uus-Volta tn 9-214, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,25.8 m²,3,1,korteriomand,,179 900 €,6 972.87 €/m²,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3335,2515177,"Uus-Volta tn 9-213, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,26.5 m²,3,1,korteriomand,,184 900 €,6 977.36 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3336,1373052,"Uus-Volta tn 9-212, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,26.7 m²,3,1,korteriomand,,184 900 €,6 925.09 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3337,6338834,"Uus-Volta tn 9-211, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,26.7 m²,3,1,korteriomand,,184 900 €,6 925.09 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3338,5053822,"Uus-Volta tn 9-210, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,26.7 m²,3,1,korteriomand,,184 900 €,6 925.09 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3339,8098026,"Uus-Volta tn 9-209, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,26.7 m²,3,1,korteriomand,,184 900 €,6 925.09 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3340,6519405,"Uus-Volta tn 9-208, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,26.6 m²,3,1,korteriomand,,184 900 €,6 951.13 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3341,2178629,"Uus-Volta tn 9-207, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,26.4 m²,3,1,korteriomand,,184 900 €,7 003.79 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3342,3229998,"Uus-Volta tn 9-204, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,24.1 m²,2,1,korteriomand,,164 900 €,6 842.32 €/m²,,,"518 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3343,8738843,"Uus-Volta tn 9-202, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,24.1 m²,2,1,korteriomand,,164 900 €,6 842.32 €/m²,,,"518 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3344,2299239,"Uus-Volta tn 9-203, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,24.1 m²,2,1,korteriomand,,164 900 €,6 842.32 €/m²,,,"518 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"keskküte,põrandaküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3345,2983769,"Uus-Volta tn 9-201, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,23.9 m²,2,1,korteriomand,,164 900 €,6 899.58 €/m²,,,"518 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3346,1129624,"Uus-Volta tn 9-101, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,1,,30.3 m²,1,1,korteriomand,,209 900 €,6 927.39 €/m²,,,"659 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,,,,1,,,,,,,,,,,,,jah,,,,,harju
3347,1669155,"Künka tee, Tiskreoja,Tiskre küla, Harku vald, Harju maakond",2022-10-16,"uusehitis,valmimisjärgus",3,2,62.4 m²,2,3,korteriomand,,249 900 €,4 004.81 €/m²,,,"785 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,kivimaja,"gaasiküte,põrandaküte",,,,rõdu,9.10,2022,,kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,,30.10.2020,http://www.tiskreoja.ee,jah,,,,,,,,,,,,,,harju
3348,5987043,"Kiikri tn 2/3, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,77.1 m²,1,4,korteriomand,trepikoda lukus,425 000 €,,,,"1 335 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:115:0158,8515350,A,kivimaja,"autonoomne küte,keskküte,põrandaküte","pesumasin,dušš,vann",,,terrass,33.40,2019,"eraldi sissepääs,mööbli võimalus,TV,külmik",parkimiskoht maa-aluses garaažis,"panipaik,garderoob",sundventilatsioon,2,elektripliit,,,jah,,,kõik kommunaalteenused,2000.00,1200.00,,,,,,,,,harju
3349,3087705,"Lepa tee,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,59.5 m²,3,4,,,184 990 €,3 109.08 €/m²,,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,kivimaja,,,,,rõdu,,2022,,,,,1,,,,,,,,,,,,,,,,,,harju
3350,7373677,"Salme tn 6,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,"renoveeritud,valmis",3,2,69.9 m²,1,2,korteriomand,"turvauks,trepikoda lukus",179 900 €,2 573.68 €/m²,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,D,puitmaja,"gaasiküte,põrandaküte,autonoomne küte,kamin","pesumasin,wc ja vannituba eraldi,boiler,tsentraalne kanalisatsioon,dušš",,26.50,,,1946,"eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus",tasuta parkimine,"panipaik,garderoob",,1,gaasipliit,,,,,plekk,,,,,,,,,,,,harju
3351,8988041,"Ristiku tn 4,Paide linn, Järva maakond",2022-10-16,valmis,2,,49.1 m²,,,korteriomand,trepikoda lukus,43 000 €,875.76 €/m²,,,"135 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,D,,,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,pesumasin,vann","telefon,digi-TV,internet",,klaasitud rõdu,,1981,mööbel,,kelder,,,,,,,,,,,,,,,,,,,,harju
3352,5950114,"Õismäe tee 32, AKNAD HOOVI,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,vajab renoveerimist,1,1,32.9 m²,6,9,korteriomand,trepikoda lukus,77 800 €,,,,"244 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,E,paneelmaja,keskküte,,internet,8.00,klaasitud rõdu,1.80,1974,mööbel,tasuta parkimine,panipaik,,1,elektripliit,,,jah,,bituumen,,,,,,,,,,,,harju
3353,7606428,"Sinilille tee 2/2,Peetri alevik, Rae vald, Harju maakond",2022-10-16,,4,,79.2 m²,2,2,korteriomand,,289 900 €,3 660.35 €/m²,121.00,,"911 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",65301:001:3364,,C,paneelmaja,gaasiküte,"dušš,wc ja vannituba eraldi,pesumasin",,,rõdu,7.10,2017,"mööbel,külmik",,,,,,,,,,,,,,,,,,,,,,harju
3354,1206231,"Kivimurru tn 11,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,,2,,43 m²,4,5,korteriomand,"trepikoda lukus,turvauks",115 000 €,2 674.42 €/m²,,,"361 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,paneelmaja,keskküte,"tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi","digi-TV,internet",,rõdu,,,,tasuta parkimine,,,,gaasipliit,,,,,,,,,,,,,,,,,harju
3355,7059806,"Ringi tn 13,Maardu linn, Harju maakond",2022-10-16,renoveeritud,1,1,48 m²,4,5,korteriomand,"turvauks,trepikoda lukus,naabrivalve",83 000 €,1 729.17 €/m²,,,"261 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,E,kivimaja,"elektriküte,põrandaküte,keskküte","dušš,vann","telefon,digi-TV,internet",,"rõdu,kinnine rõdu,klaasitud rõdu",8.00,1981,"mööbel,mööbli võimalus",tasuta parkimine,,,1,elektripliit,,,,,,,,,,,,,,,,,harju
3356,5889254,"Pöörise tn 20, Kadaka asum,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,2,1,49 m²,3,14,korteriomand,,179 900 €,3 671.43 €/m²,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78405:502:0256,,C,paneelmaja,"keskküte,põrandaküte","vann,dušš",,,rõdu,,2017,mööbli võimalus,,kelder,,1,,,,jah,,,"vesi,küte,elekter",,,jah,,1,,,,,,harju
3357,4909992,"Keskpuiestee 37,Kiviõli linn, Ida-Viru maakond",2022-10-16,,2,2,47.6 m²,1,3,korteriomand,,12 000 €,252.10 €/m²,,,"38 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,kivimaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3358,5348090,"Keskpuiestee 37,Kiviõli linn, Ida-Viru maakond",2022-10-16,,2,2,49.1 m²,1,3,korteriomand,,10 000 €,203.67 €/m²,,,"31 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,kivimaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3359,4681089,"Rävala pst 15,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,2,86.1 m²,1,5,korteriomand,,350 000 €,4 065.04 €/m²,,,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:105:0120,16242001,E,kivimaja,"keskküte,põrandaküte","wc ja vannituba eraldi,pesumasin,dušš,tsentraalne kanalisatsioon","digi-TV,internet",,,,1951,kinnine hoov,kindel parkimiskoht kinnistul,kelder,,1,elektripliit,,,,,kivikatus,,,,,,,,,,,,harju
3360,9368512,"Köie tn 1b/1, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,2,58.6 m²,1,2,korteriomand,trepikoda lukus,205 000 €,3 498.29 €/m²,,,"644 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:801:0220,24238401,,puitmaja,"põrandaküte,gaasiküte",vann,"internet,kaabel-TV",,,,1946,"mööbel,külmik",,kelder,,,elektripliit,,,,,,,,,,,,,,,,,harju
3361,5663138,"Liini 8, Kopli,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,,2,1,65.4 m²,1,3,korteriomand,,289 000 €,4 418.96 €/m²,,,"908 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:808:0124,,energiamärgis määramata,,,,,,,,2021,,,panipaik,,1,,,,,,,,,,,,,,,,,,harju
3362,2293647,"Võru tn 1, Laagna,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,vajab renoveerimist,4,3,79.6 m²,5,9,korteriomand,,129 000 €,1 620.60 €/m²,,,"405 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,paneelmaja,,,,,rõdu,,1981,,,,,1,elektripliit,,,,,,,,,,,,,,,,,harju
3363,2704432,"Mustamäe tee 199,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,san remont tehtud,3,2,59.4 m²,8,9,korteriomand,"trepikoda lukus,turvauks",149 900 €,2 523.57 €/m²,,,"471 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,D,paneelmaja,keskküte,"tsentraalne kanalisatsioon,vann,dušš",internet,,klaasitud rõdu,9.00,1969,mööbli võimalus,tasuta parkimine,panipaik,,1,elektripliit,,,jah,,rullmaterjal,,,,,,,,,,,,harju
3364,7435166,"Lasnamäe tn 42,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,vajab renoveerimist,2,1,39.7 m²,2,4,korteriomand,"trepikoda lukus,turvauks",89 000 €,2 241.81 €/m²,,,"280 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:301:1780,,E,kivimaja,keskküte,"dušš,tsentraalne kanalisatsioon","internet,digi-TV,telefon",,,,1952,,tasuta parkimine,,,1,gaasipliit,,,,,,,,,,,,,,,,,harju
3365,6328170,"Ristiku tn 38/2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,39.6 m²,2,3,korteriomand,"trepikoda lukus,naabrivalve",150 000 €,3 787.88 €/m²,,,"471 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,puitmaja,gaasiküte,"dušš,pesumasin","telefon,internet,kaabel-TV",,,,,"mööbel,külmik",,panipaik,,,elektripliit,,,,,,,,,jah,,,,,,,,harju
3366,1504865,"Tohu tn 8, Maarjamäe,Pirita linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,69.9 m²,2,2,korteriomand,,289 900 €,4 147.35 €/m²,,,"911 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,,,,,,rõdu,,2013,,,panipaik,,1,,,,,,,,,,,,,,,,,,harju
3367,5133741,"Võistluse tn 6/1-12, Kalevi Panorama,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,,71.3 m²,4,14,,,284 463 €,3 989.66 €/m²,,,"894 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,,"keskküte,põrandaküte","wc ja vannituba eraldi,vann",,,rõdu,4.10,2020,,,,,,,,,jah,,,,,,,,,,,,,,harju
3368,5499953,"Võistluse tn 6/3-1, Kalevi Panorama,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,,70.7 m²,6,14,,,281 104 €,3 976.01 €/m²,,,"883 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,,"keskküte,põrandaküte","dušš,vann",,,rõdu,4.00,2020,,,,,,,,,jah,,,,,,,,,,,,,,harju
3369,4775064,"Linnamäe tee 31,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,"uus viimistlus,renoveeritud",2,1,34 m²,4,9,korteriomand,turvauks,98 500 €,,,,"309 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,E,paneelmaja,keskküte,"pesumasin,vann",digi-TV,,klaasitud rõdu,,,mööbel,tasuta parkimine,panipaik,,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
3370,3514216,"Linnamäe tee 31,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,"uus viimistlus,renoveeritud",1,1,34 m²,4,9,korteriomand,turvauks,98 500 €,,,,"309 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,E,paneelmaja,keskküte,"pesumasin,vann",digi-TV,,klaasitud rõdu,,,mööbel,tasuta parkimine,panipaik,,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
3371,7172423,"Muuli tn 1,Paldiski linn, Harju maakond",2022-10-16,vajab renoveerimist,2,2,47.1 m²,3,5,korteriomand,"trepikoda lukus,turvauks",51 000 €,1 082.80 €/m²,,,"160 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",58001:002:0049,,D,paneelmaja,,,,,rõdu,1.50,,,tasuta parkimine,,,,elektripliit,,,,,,,,,,,,,,,,,harju
3372,1953725,"Lehiku tee 9,Pirita linnaosa, Tallinn, Harju maakond",2022-10-16,,3,2,83 m²,2,3,,,219 000 €,2 638.55 €/m²,,,"688 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78402:203:7101,,E,,,,,,rõdu,,,,,panipaik,,1,elektripliit,,,,,,,,,,,,,,,,,harju
3373,2879797,"Ringi tn 54,Maardu linn, Harju maakond",2022-10-16,vajab renoveerimist,2,,49 m²,5,5,korteriomand,trepikoda lukus,69 900 €,1 426.53 €/m²,,,"220 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",44603:003:0049,,energiamärgis määramata,kivimaja,,,,,,,1978,mööbli võimalus,,,,,,,http://www.arcovara.ee/319825,,,,,,,,Added_to_price,,,,,,,harju
