,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Küte,Sanitaar,Vannitube,Lisaväärtused,Lisaruumid,Pliit,Side,Rõdu pind,Tagatisraha,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Lift,Rõdu,Parkimine,Katus,Krunt,Lisanduvad kommunaalkulud,Lisainfo,tasuta parkimine,Ventilatsioon,Parkimiskohti,tasuline parkimine,Lisanduvad kommunaalid,Maakleritasu,Piirangud
1252,valmis,4.0,3.0,108.0,3.0,3.0,korteriomand,"turvauks,trepikoda lukus",285000.0,,kivimaja,2006.0,"põrandaküte,kombineeritud küte","vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",1.0,kinnine hoov,panipaik,elektripliit,"internet,digi-TV",30.0,,,,,,rõdu,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,,,sundventilatsioon,,,,,
1253,san remont tehtud,4.0,4.0,109.0,4.0,4.0,korteriomand,trepikoda lukus,200000.0,,paneelmaja,1992.0,"keskküte,kamin","vann,wc ja vannituba eraldi",1.0,külmik,kelder,,,,,,,,,rõdu,,,,,,jah,,1.0,,,,
1254,valmis,2.0,2.0,41.0,5.0,5.0,korteriomand,trepikoda lukus,92998.0,,paneelmaja,1990.0,keskküte,"vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
1255,valmis,2.0,2.0,41.0,5.0,5.0,korteriomand,trepikoda lukus,92998.0,,paneelmaja,1990.0,keskküte,"vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
1256,valmis,2.0,2.0,41.0,5.0,5.0,korteriomand,trepikoda lukus,92998.0,,paneelmaja,1990.0,keskküte,"vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,,,,,,
1257,,2.0,1.0,23.8,2.0,5.0,korteriomand,"trepikoda lukus,turvauks,turvamees",70000.0,energiamärgis määramata,betoonmaja,1963.0,keskküte,"tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi,boiler,dušš",1.0,"mööbel,mööbli võimalus",,,,,,,,,,,tasuta parkimine,bituumen,,,,,,,,,,
1258,uusehitis,3.0,2.0,72.1,3.0,4.0,korteriomand,"turvauks,trepikoda lukus",220800.0,A,kivimaja,2023.0,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi",,,,,"kaabel-TV,internet",18.3,,,,,jah,rõdu,,,,,,,,,,,,
1259,uusehitis,3.0,2.0,71.0,1.0,4.0,korteriomand,,262000.0,B,paneelmaja,2022.0,,,1.0,,,,,,,,,,,rõdu,,,,,,,,,,,,
1260,valmis,2.0,1.0,43.0,7.0,9.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",109900.0,E,paneelmaja,1971.0,"keskküte,põrandaküte,elektriküte","pesumasin,vann,dušš",,"mööbli võimalus,külmik",,gaasipliit,,0.0,,,,7831901,jah,rõdu,,,,,,jah,,,,,,
1261,"uus viimistlus,valmis,renoveeritud",2.0,1.0,53.7,3.0,8.0,korteriomand,"turvauks,videokaamerad,trepikoda lukus",214900.0,D,betoonmaja,2001.0,"keskküte,põrandaküte","pesumasin,tsentraalne kanalisatsioon,dušš",1.0,mööbel,"kelder,panipaik,garderoob",elektripliit,"telefon,digi-TV,internet",,,,,,jah,,tasuta parkimine,bituumen,,,,,sundventilatsioon,,,,,
1262,,3.0,2.0,64.8,9.0,9.0,korteriomand,"turvauks,trepikoda lukus",120000.0,D,paneelmaja,1983.0,keskküte,wc ja vannituba eraldi,,,,elektripliit,"kaabel-TV,telefon,internet",4.0,,,,,jah,rõdu,,,,,,,,,,,,
1263,uusehitis,4.0,3.0,81.1,4.0,4.0,korteriomand,"turvauks,trepikoda lukus",269900.0,A,kivimaja,2023.0,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi",,,,,"kaabel-TV,internet",28.8,,,,,jah,rõdu,,,,,,,,,,,,
1264,renoveeritud,1.0,,37.7,2.0,6.0,korteriomand,,135000.0,E,kivimaja,1985.0,keskküte,,,mööbel,,,,14.0,,,,,jah,terrass,tasuta parkimine,,,,,,,,,,,
1265,valmis,2.0,1.0,29.9,5.0,5.0,korteriomand,"trepikoda lukus,turvauks",104900.0,energiamärgis määramata,paneelmaja,1966.0,keskküte,"pesumasin,dušš,vann",,"mööbel,mööbli võimalus",,,kaabel-TV,,,,,5358001,,rõdu,,,,,,jah,,,,,,
1266,renoveeritud,4.0,2.0,76.1,1.0,2.0,korteriomand,,76000.0,energiamärgis määramata,kivimaja,1957.0,"elektriküte,kamin,kombineeritud küte,õhksoojuspump",,2.0,,kelder,,,,,,,,,,tasuta parkimine,,,,,,,,,,,
1267,renoveeritud,1.0,1.0,14.5,8.0,9.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",37500.0,,kivimaja,1978.0,keskküte,"tsentraalne kanalisatsioon,dušš",1.0,,,elektripliit,"digi-TV,internet,telefon",,,,,,jah,"klaasitud rõdu,kinnine rõdu,rõdu",tasuta parkimine,rullmaterjal,,,,,sundventilatsioon,,,,,
1268,uusehitis,3.0,2.0,56.4,1.0,3.0,korteriomand,,249900.0,B,kivimaja,2021.0,,,1.0,,panipaik,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
1269,vajab renoveerimist,3.0,2.0,64.6,1.0,9.0,,,109900.0,E,,1985.0,,,1.0,,,elektripliit,,,,,,0,,rõdu,,,,,,,,,,,,
1270,renoveeritud,3.0,2.0,38.8,1.0,2.0,korteriomand,,99000.0,F,kivimaja,1961.0,,,1.0,,panipaik,elektripliit,,,,,,,,,,,,,,,,,,,,
1271,valmis,2.0,1.0,47.9,3.0,3.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",154900.0,energiamärgis määramata,kivimaja,1940.0,"põrandaküte,keskküte,elektriküte",dušš,,külmik,,,kaabel-TV,,,,,23531001,,,,,,,,jah,,,,,,
1272,uusehitis,2.0,1.0,49.1,4.0,4.0,korteriomand,,187900.0,B,kivimaja,2017.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1273,valmis,1.0,1.0,22.7,1.0,2.0,korteriomand,"naabrivalve,trepikoda lukus",89900.0,energiamärgis määramata,puitmaja,1946.0,"elektriküte,põrandaküte","boiler,pesumasin,dušš",,"mööbel,mööbli võimalus,külmik",,gaasipliit,kaabel-TV,,,,,564101,,,,,,,,,,,,,,
1274,,1.0,1.0,33.0,5.0,5.0,korteriomand,"trepikoda lukus,naabrivalve,turvauks",81500.0,E,paneelmaja,1983.0,keskküte,"lokaalne kanalisatsioon,tsentraalne kanalisatsioon,vann",1.0,mööbli võimalus,"kelder,panipaik",elektripliit,internet,4.0,,,,,,,tasuta parkimine,,,,,,,,,,,
1275,valmis,2.0,,53.0,4.0,5.0,korteriomand,"turvauks,trepikoda lukus",135000.0,D,paneelmaja,,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",,"mööbel,külmik",,,"kaabel-TV,internet",,,,,,,,,,,,,,,,,,,
1276,uusehitis,3.0,2.0,61.9,2.0,6.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",249900.0,B,kivimaja,2020.0,"keskküte,põrandaküte","wc ja vannituba eraldi,vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,internet",3.6,,120.0,180.0,,jah,rõdu,,,,,,,,,,,,
1277,uusehitis,4.0,3.0,76.8,2.0,3.0,korteriomand,,220000.0,A,kivimaja,2019.0,põrandaküte,"wc ja vannituba eraldi,vann",,,,,,4.9,,,,,,rõdu,,,,,,,,,,,,
1278,renoveeritud,,2.0,239.0,2.0,2.0,,,1290.0,,,,"gaasiküte,põrandaküte","vann,saun",2.0,,,,,,,,,,,,,,,,,,,,,,,
1279,valmis,4.0,3.0,96.3,3.0,6.0,korteriomand,,320000.0,,kivimaja,2014.0,"gaasiküte,põrandaküte",vann,1.0,,,,,,,,,,,,,,,,,jah,,1.0,,,,
1280,renoveeritud,4.0,3.0,167.0,1.0,2.0,korteriomand,turvasüsteem,590000.0,energiamärgis määramata,kivimaja,,"kamin,gaasiküte",,3.0,,,,,,,,,,,,,,,,,jah,,1.0,,,,
1281,uusehitis,2.0,1.0,42.3,3.0,3.0,korteriomand,naabrivalve,185000.0,A,kivimaja,2022.0,keskküte,"dušš,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,internet",4.6,,,,,jah,rõdu,,,,,,,,,,,,
1282,renoveeritud,3.0,2.0,66.6,6.0,9.0,korteriomand,"videokaamerad,turvauks,trepikoda lukus",155500.0,D,paneelmaja,1982.0,keskküte,"dušš,vann,pesumasin",,"mööbel,külmik",,,"kaabel-TV,internet",2.0,,,,,jah,rõdu,,,,,,,,,,,,
1283,,4.0,3.0,74.9,2.0,5.0,korteriomand,trepikoda lukus,185000.0,D,kivimaja,1975.0,keskküte,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",1.0,,kelder,gaasipliit,,,,,,,,,tasuta parkimine,,,,,,,,,,,
1284,"valmis,uus viimistlus",3.0,2.0,59.1,2.0,4.0,korteriomand,"turvauks,trepikoda lukus",155900.0,D,betoonmaja,2005.0,"põrandaküte,keskküte","dušš,tsentraalne kanalisatsioon",1.0,,panipaik,elektripliit,"internet,digi-TV",,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,
1285,renoveeritud,2.0,,52.3,2.0,2.0,korteriomand,,169900.0,F,kivimaja,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,uusehitis,3.0,2.0,68.3,2.0,3.0,,"turvauks,trepikoda lukus",222000.0,C,kivimaja,2020.0,keskküte,"dušš,vann",1.0,,,,internet,6.8,,,,,,rõdu,,,2114 m²,,,,,,,,,
1287,,2.0,,39.3,3.0,4.0,,,96500.0,,paneelmaja,,keskküte,,,,panipaik,gaasipliit,,,,,,,,,,plekk,,,,jah,,,,,,
1288,valmis,3.0,2.0,55.5,3.0,5.0,korteriomand,,139900.0,energiamärgis määramata,kivimaja,1974.0,,,1.0,,panipaik,gaasipliit,,,,,,,,rõdu,,,,,,,,,,,,
1289,vajab renoveerimist,1.0,1.0,30.1,1.0,5.0,,,87000.0,B,kivimaja,1965.0,,,1.0,,,gaasipliit,,,,,,,,,,,,,,,,,,,,
1290,vajab kapitaalremonti,2.0,1.0,41.2,1.0,4.0,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",94900.0,C,kivimaja,1971.0,keskküte,"dušš,wc ja vannituba eraldi,vann,boiler,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,telefon,internet",,,60.0,120.0,23658901,,,,,,,,,,,,,,
1291,"vajab renoveerimist,valmis,san remont tehtud",3.0,,69.9,1.0,4.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",230000.0,,kivimaja,1940.0,keskküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi",,eraldi sissepääs,"kelder,panipaik",,"digi-TV,telefon,internet",,,,,,,,tasuta parkimine,rullmaterjal,,,,,,,,,,
1292,uusehitis,3.0,2.0,82.3,4.0,6.0,korteriomand,,386000.0,B,paneelmaja,2023.0,,,,,,,,7.8,,,,6101,jah,rõdu,,,,,,,,,,,,
1293,uusehitis,2.0,1.0,61.0,1.0,6.0,korteriomand,,264500.0,B,paneelmaja,2023.0,,dušš,,,,,,12.1,,,,6101,jah,rõdu,,,,,,,,,,,,
1294,uusehitis,3.0,2.0,69.3,2.0,6.0,korteriomand,,305900.0,B,paneelmaja,2023.0,,dušš,,,,,,8.0,,,,6101,jah,rõdu,,,,,,,,,,,,
1295,uusehitis,4.0,3.0,98.9,4.0,6.0,korteriomand,videokaamerad,410000.0,B,paneelmaja,2023.0,,"dušš,vann",,,,,,11.6,,,,6101,jah,rõdu,,,,,,,,,,,,
1296,uusehitis,2.0,1.0,49.6,2.0,6.0,korteriomand,videokaamerad,228000.0,B,paneelmaja,2023.0,,,,,,,,6.2,,,,6101,jah,rõdu,,,,,,,,,,,,
1297,uusehitis,3.0,2.0,69.3,5.0,6.0,korteriomand,videokaamerad,329500.0,B,paneelmaja,2023.0,,,,,,,,8.0,,,,6101,jah,rõdu,,,,,,,,,,,,
1298,uusehitis,2.0,1.0,61.6,3.0,6.0,korteriomand,,288000.0,B,paneelmaja,2023.0,,,,,,,,7.4,,,,6101,jah,rõdu,,,,,,,,,,,,
1299,valmis,1.0,,32.7,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",104600.0,C,paneelmaja,2017.0,keskküte,"vann,pesumasin",,"mööbel,külmik",,,,3.8,,,,,,rõdu,,,,,,,,,,,,
1300,uusehitis,2.0,1.0,63.0,5.0,6.0,korteriomand,videokaamerad,289000.0,B,paneelmaja,2023.0,,,,,,,,8.6,,,,6101,jah,rõdu,,,,,,,,,,,,
1301,uusehitis,3.0,2.0,68.8,1.0,6.0,korteriomand,videokaamerad,297900.0,B,paneelmaja,,,,,,,,,13.5,,,,6101,jah,rõdu,,,,,,,,,,,,
1302,uusehitis,3.0,2.0,68.8,4.0,6.0,korteriomand,videokaamerad,328000.0,B,paneelmaja,2023.0,,,,,,,,8.0,,,,6101,jah,rõdu,,,,,,,,,,,,
1303,valmis,3.0,2.0,80.1,3.0,5.0,korteriomand,,225000.0,C,paneelmaja,2018.0,,"vann,pesumasin",,mööbel,,,,7.6,,,,,,rõdu,,,,,,,,,,,,
1304,uusehitis,4.0,3.0,101.1,,2.0,korteriomand,"naabrivalve,turvauks",290000.0,A,kivimaja,2023.0,õhksoojuspump,"dušš,wc ja vannituba eraldi,saun",,,,,,5.4,,,,,,rõdu,,,,,,,,,,,,
1305,vajab kapitaalremonti,2.0,1.0,41.2,1.0,4.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve,videokaamerad",94900.0,C,kivimaja,1971.0,keskküte,"boiler,dušš,pesumasin,vann,wc ja vannituba eraldi",1.0,"mööbel,mööbli võimalus,külmik","kelder,panipaik,garderoob",elektripliit,"telefon,internet",,,60.0,120.0,23658901,,,"tasuta parkimine,kindel parkimiskoht kinnistul",liist,,,,jah,sundventilatsioon,,,,,
1306,vajab renoveerimist,1.0,,27.9,5.0,5.0,,"turvauks,trepikoda lukus",86000.0,,kivimaja,1976.0,keskküte,"boiler,vann,wc ja vannituba eraldi",,,kelder,gaasipliit,,,,,,,,,,,,,,,,,,,,
1307,uusehitis,2.0,1.0,41.5,6.0,18.0,korteriomand,"naabrivalve,trepikoda lukus",174900.0,B,paneelmaja,2022.0,keskküte,dušš,,,,elektripliit,"kaabel-TV,internet",2.6,,,,,jah,rõdu,,,,,,,,,,,,
1308,uusehitis,3.0,2.0,54.4,2.0,3.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",159900.0,A,kivimaja,2022.0,"keskküte,põrandaküte",dušš,,,,elektripliit,"kaabel-TV,internet",4.0,,,,,,rõdu,,,,,,,,,,,,
1309,valmis,3.0,2.0,61.3,5.0,5.0,korteriomand,"turvauks,trepikoda lukus",104900.0,D,paneelmaja,1988.0,keskküte,"dušš,wc ja vannituba eraldi",,külmik,,,internet,,,,,,,,,,,,,,,,,,,
1310,"renoveeritud,uus viimistlus,valmis",2.0,1.0,59.0,1.0,2.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",179900.0,F,,1953.0,"kamin,keskküte,põrandaküte","tsentraalne kanalisatsioon,saun,dušš,pesumasin",1.0,"eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus",,elektripliit,"internet,telefon,digi-TV",,,,,,,,tasuta parkimine,,,,,,sundventilatsioon,,,,,
1311,vajab renoveerimist,2.0,1.0,48.7,5.0,5.0,korteriomand,,99900.0,E,kivimaja,1980.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
1312,valmis,2.0,1.0,69.1,5.0,7.0,korteriomand,"trepikoda lukus,turvauks",285000.0,C,kivimaja,2014.0,"keskküte,põrandaküte","dušš,pesumasin,vann",1.0,mööbel,panipaik,,internet,,,,,,jah,,,rullmaterjal,,,,,,,,,,
1313,uusehitis,2.0,1.0,40.3,1.0,3.0,korteriomand,,204900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",dušš,,,,,"kaabel-TV,internet",28.0,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1314,uusehitis,2.0,1.0,39.2,1.0,3.0,korteriomand,,189900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",dušš,,,,,"kaabel-TV,internet",12.3,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1315,uusehitis,3.0,2.0,71.4,2.0,3.0,korteriomand,trepikoda lukus,309900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",vann,,,,,"kaabel-TV,internet",8.4,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1316,uusehitis,3.0,2.0,71.4,3.0,3.0,korteriomand,trepikoda lukus,314900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",vann,,,,,"kaabel-TV,internet",8.4,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1317,uusehitis,2.0,1.0,43.9,1.0,3.0,korteriomand,,209900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",dušš,,,,,"kaabel-TV,internet",7.6,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1318,uusehitis,4.0,3.0,87.1,2.0,3.0,korteriomand,trepikoda lukus,374900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,vann",,,,,"kaabel-TV,internet",18.9,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1319,uusehitis,3.0,2.0,74.9,3.0,3.0,korteriomand,trepikoda lukus,329900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",vann,,,,,"kaabel-TV,internet",14.7,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1320,uusehitis,4.0,3.0,73.0,2.0,3.0,korteriomand,trepikoda lukus,314900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,vann",,,,,"kaabel-TV,internet",10.0,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1321,uusehitis,4.0,3.0,87.1,3.0,3.0,korteriomand,trepikoda lukus,379900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,vann",,,,,"kaabel-TV,internet",14.6,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1322,uusehitis,3.0,2.0,74.9,2.0,3.0,korteriomand,trepikoda lukus,334900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",vann,,,,,"kaabel-TV,internet",36.1,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1323,uusehitis,4.0,3.0,73.0,3.0,3.0,korteriomand,trepikoda lukus,319900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,vann",,,,,"kaabel-TV,internet",10.0,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1324,uusehitis,2.0,1.0,43.7,1.0,3.0,korteriomand,,214900.0,A,kivimaja,2023.0,"põrandaküte,maaküte",dušš,,,,,"kaabel-TV,internet",9.0,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1325,uusehitis,3.0,2.0,61.1,1.0,3.0,korteriomand,,274900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,wc ja vannituba eraldi,vann",,,,,"kaabel-TV,internet",52.8,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1326,uusehitis,4.0,3.0,83.2,3.0,3.0,korteriomand,,369900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,vann",,,,,"kaabel-TV,internet",25.2,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1327,uusehitis,5.0,4.0,107.4,3.0,3.0,korteriomand,,449900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,wc ja vannituba eraldi,vann,saun",,,,,"kaabel-TV,internet",24.7,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1328,uusehitis,4.0,3.0,79.3,2.0,3.0,korteriomand,,349900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,vann",,,,,"kaabel-TV,internet",53.7,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1329,uusehitis,3.0,2.0,61.3,2.0,3.0,korteriomand,,274900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,wc ja vannituba eraldi,vann",,,,,"kaabel-TV,internet",12.7,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1330,uusehitis,5.0,3.0,111.6,2.0,3.0,korteriomand,,464900.0,A,kivimaja,2023.0,"põrandaküte,maaküte","dušš,wc ja vannituba eraldi,vann,saun",,,,,"kaabel-TV,internet",52.6,,,,2599201,,rõdu,,,,,,,kliimaseade,,,,,
1331,valmis,2.0,1.0,65.6,4.0,7.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",229000.0,,kivimaja,1920.0,"gaasiküte,põrandaküte,autonoomne küte,kamin","tsentraalne kanalisatsioon,dušš,pesumasin",1.0,"kinnine hoov,mööbel","kelder,panipaik,garderoob",elektripliit,,,,,,,,,,kivikatus,,,,,,,,,,
1332,uusehitis,2.0,1.0,43.3,1.0,3.0,korteriomand,,159900.0,A,kivimaja,2022.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
1333,uusehitis,2.0,1.0,43.3,1.0,3.0,korteriomand,,159900.0,A,kivimaja,2022.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
1334,uusehitis,3.0,2.0,62.5,2.0,3.0,korteriomand,trepikoda lukus,170000.0,A,kivimaja,2022.0,keskküte,"dušš,tsentraalne kanalisatsioon",1.0,,panipaik,elektripliit,"telefon,internet,digi-TV",4.8,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,https://www.vasara15.ee,,sundventilatsioon,,,,,
1335,uusehitis,2.0,1.0,49.5,2.0,3.0,korteriomand,,250000.0,B,kivimaja,,maaküte,,1.0,,panipaik,,,9.6,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,,,,,,,,
1336,renoveeritud,2.0,1.0,32.8,2.0,9.0,korteriomand,,79990.0,E,paneelmaja,1986.0,,,1.0,,,elektripliit,,,,,,0,,rõdu,,,,,,,,,,,,
1337,uusehitis,4.0,3.0,109.6,3.0,3.0,korteriomand,,590000.0,B,kivimaja,,maaküte,,3.0,,"panipaik,garderoob",,,136.5,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,,,,,,,,
1338,uusehitis,3.0,2.0,64.0,2.0,3.0,korteriomand,,290000.0,B,kivimaja,,maaküte,,1.0,,panipaik,,,6.2,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,,,,,,,,
1339,renoveeritud,2.0,1.0,43.6,3.0,5.0,korteriomand,,123000.0,E,paneelmaja,1967.0,,,1.0,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
1340,uusehitis,3.0,2.0,50.2,2.0,3.0,korteriomand,"naabrivalve,trepikoda lukus",179900.0,energiamärgis määramata,kivimaja,2020.0,põrandaküte,"dušš,pesumasin",,külmik,,,internet,1.8,,65.0,135.0,,,rõdu,,,,,,,,,,,,
1341,uusehitis,3.0,2.0,50.2,2.0,3.0,korteriomand,"naabrivalve,trepikoda lukus",179900.0,energiamärgis määramata,kivimaja,2020.0,põrandaküte,"dušš,pesumasin",,külmik,,,internet,1.8,,65.0,135.0,,,rõdu,,,,,,,,,,,,
1342,"valmis,san remont tehtud,renoveeritud,uus viimistlus,uusehitis",2.0,1.0,31.9,2.0,3.0,korteriomand,"trepikoda lukus,turvauks",125000.0,E,"puitmaja,palk-kivimaja",1950.0,"elektriküte,põrandaküte","tsentraalne kanalisatsioon,dušš,boiler",1.0,kinnine hoov,"kelder,panipaik",,"telefon,internet,digi-TV",,,,,,,,tasuta parkimine,plekk,,,,,,,,,,
1343,valmis,2.0,1.0,65.4,5.0,8.0,korteriomand,"turvauks,videokaamerad,trepikoda lukus",218000.0,B,,2016.0,keskküte,"dušš,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,internet",,,75.0,140.0,,jah,,,,,,,,,,,,,
1344,valmis,3.0,2.0,64.2,9.0,14.0,korteriomand,"videokaamerad,turvauks,trepikoda lukus",229000.0,C,,2019.0,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,"mööbel,külmik",,elektripliit,"kaabel-TV,internet",,,,,,jah,,garaaž,,,,,,,,,,,
1345,,3.0,2.0,63.5,6.0,9.0,,,109999.0,D,paneelmaja,1987.0,keskküte,"vann,wc ja vannituba eraldi,pesumasin,dušš",1.0,"eraldi sissepääs,mööbel,mööbli võimalus",,elektripliit,,,,,,,jah,rõdu,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,,,,,,,,
1346,uusehitis,2.0,,55.8,4.0,4.0,korteriomand,,239000.0,B,paneelmaja,2023.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1347,renoveeritud,1.0,1.0,43.8,2.0,3.0,korteriomand,,69000.0,energiamärgis määramata,paneelmaja,1988.0,"õhksoojuspump,põrandaküte","tsentraalne kanalisatsioon,boiler,pesumasin,vann",1.0,"mööbel,mööbli võimalus","kelder,panipaik",elektripliit,"digi-TV,internet",7.0,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,
1348,,2.0,1.0,42.6,5.0,5.0,korteriomand,"turvauks,trepikoda lukus",109900.0,E,kivimaja,1979.0,keskküte,"dušš,pesumasin",,"mööbel,külmik",,,internet,,,,,8590802,,,,,,,,,,,,,,
1349,uusehitis,3.0,,74.3,1.0,3.0,,"turvauks,trepikoda lukus",249000.0,B,kivimaja,2020.0,"põrandaküte,gaasiküte","tsentraalne kanalisatsioon,dušš,pesumasin,vann",,"mööbel,mööbli võimalus",garderoob,elektripliit,"telefon,digi-TV,internet",,,,,,jah,"rõdu,terrass",kindel parkimiskoht kinnistul,,,,,,,,,,,
1350,valmis,3.0,2.0,60.5,7.0,9.0,korteriomand,,252500.0,B,kivimaja,2019.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1351,,3.0,2.0,77.6,3.0,3.0,korteriomand,,220000.0,D,kivimaja,2006.0,,,1.0,,,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
1352,vajab renoveerimist,3.0,1.0,47.2,3.0,3.0,korteriomand,,134900.0,energiamärgis määramata,kivimaja,1947.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
1353,valmis,3.0,2.0,83.0,14.0,15.0,korteriomand,"turvauks,trepikoda lukus",259000.0,D,paneelmaja,2006.0,keskküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",,mööbel,garderoob,,internet,9.0,,,,,jah,rõdu,,,,,,,,,,,,
1354,renoveeritud,3.0,2.0,60.0,3.0,5.0,korteriomand,"turvauks,trepikoda lukus",150000.0,D,paneelmaja,,keskküte,"vann,tsentraalne kanalisatsioon",1.0,,kelder,gaasipliit,"internet,digi-TV,telefon",,,,,,,,tasuta parkimine,,,,,,,,,,,
1355,,2.0,1.0,52.8,2.0,5.0,korteriomand,,110000.0,D,,1978.0,keskküte,wc ja vannituba eraldi,1.0,,,,,,,,,,,,,,1753 m²,,,,,,,,,
1356,,3.0,2.0,63.9,1.0,2.0,kaasomand,"turvauks,trepikoda lukus",167000.0,energiamärgis määramata,kivimaja,1946.0,"elektriküte,õhksoojuspump","dušš,boiler",,külmik,,elektripliit,internet,,,,,,,,,,,,,,kliimaseade,,,,,
1357,renoveeritud,2.0,,32.8,2.0,9.0,korteriomand,"trepikoda lukus,turvauks",116900.0,C,,1973.0,,dušš,,,,,internet,,,,,,jah,,,,,Added_to_price,http://www.arcovara.ee/316243,,,,,,,
