,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Energiamärgis,Ehitusaasta,Lift,Küte,Sanitaar,Pliit,Vannitube,Turvasüsteem,Materjal,Side,Ventilatsioon,Omandiõigus,Lisanduvad kommunaalkulud,Lisanduvad kommunaalid,Parkimiskohti,tasuta parkimine,Lisaruumid,tasuline parkimine,Tagatisraha,Krunt,Kinnistu number,Maakleritasu,Parkimine,Katus,Piirangud,Lisainfo,maakond
510,"Virmalise tn 5, Kesklinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"vundament,valmis,renoveeritud",1,1,39.0,,,1,5,"mööbel,TV,külmik",500.0,100.00,160.00,,,,keskküte,"dušš,tsentraalne kanalisatsioon,pesumasin",gaasipliit,1,,kivimaja,,sundventilatsioon,korteriomand,,,,,"kelder,garderoob",,500.00,,,500.00,"parkimiskoht puudub,tasuline parkimine",,,,harju
511,"Videviku tee 3,Viimsi alevik, Harju maakond",2022-10-24,uus viimistlus,3,2,68.5,kinnine rõdu,6.40,2,4,"kinnine hoov,mööbel,TV,külmik",690.0,180.00,250.00,,2006,,keskküte,,elektripliit,1,"naabrivalve,trepikoda lukus,turvauks",kivimaja,"telefon,internet,digi-TV",,,,,,,,,800.00,,,800.00,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,harju
512,"Lembitu tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,57.0,,,1,5,"mööbel,TV,külmik",790.0,80.00,200.00,,,,,,elektripliit,,,kivimaja,,,,,kõik kommunaalteenused,,,,,790.00,,,500.00,,,,,harju
513,"Pirni tn 6A,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,,44.6,,,5,5,"mööbel,TV,külmik",450.0,,,,,,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi",elektripliit,1,"turvauks,trepikoda lukus",paneelmaja,,,korteriomand,,kõik kommunaalteenused,,,,,,,,,,,,,harju
514,"Raua tn 27-1,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,4,,87.4,,,1,4,külmik,1100.0,,,,2015,,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,kaabel-TV,,korteriomand,,,,,,,,,163501,,,,,,harju
515,"Raua tn 27-6, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,,36.2,,,3,4,mööbel,600.0,,,,2015,,keskküte,,,,"turvauks,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,0.00,,,,,,,,harju
516,"Kaupmehe tn 4,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,,59.9,,,4,4,"mööbel,külmik",600.0,100.00,240.00,,1954,,keskküte,"dušš,vann,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",paneelmaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
517,"Mustamäe tee 147,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,2,43.0,"rõdu,klaasitud rõdu",,7,9,"mööbel,mööbli võimalus,külmik",600.0,,,,,jah,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",gaasipliit,1,"trepikoda lukus,turvauks",paneelmaja,,,korteriomand,,kõik kommunaalteenused,,,,,,,,,tasuta parkimine,,,,harju
518,"Sõpruse pst 226,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,43.5,,,1,5,"mööbel,külmik",500.0,,,,,,keskküte,"tsentraalne kanalisatsioon,pesumasin,vann,wc ja vannituba eraldi",gaasipliit,1,"turvauks,trepikoda lukus",paneelmaja,,,korteriomand,,kõik kommunaalteenused,,,,,,,,,tasuta parkimine,,,,harju
519,"Sihi tn 122,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,3,2,133.0,,,-1,3,"kinnine hoov,mööbel,Lemmikloomad lubatud,külmik",750.0,200.00,300.00,D,1959,,õhk-vesi soojuspump,"tsentraalne kanalisatsioon,dušš,pesumasin,vann",elektripliit,1,"trepikoda lukus,turvauks",kivimaja,"internet,digi-TV",sundventilatsioon,,,,,,garderoob,,,,,,tasuta parkimine,plekk,,,harju
520,"Kalaranna tn 8/4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,72.0,rõdu,6.30,2,4,"mööbel,külmik",1500.0,,,B,2022,jah,"keskküte,kombineeritud küte,põrandaküte","pesumasin,dušš,vann",elektripliit,2,"videokaamerad,trepikoda lukus,turvauks",,"digi-TV,internet",sundventilatsioon,,,kõik kommunaalteenused,,,,,1500.00,,,1800.00,garaaž,,,,harju
521,"K. Kärberi tn 24,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,san remont tehtud",2,1,52.8,rõdu,,2,5,"mööbel,külmik",500.0,95.00,155.00,E,1984,,keskküte,"wc ja vannituba eraldi,vann",elektripliit,1,trepikoda lukus,paneelmaja,,,korteriomand,,kõik kommunaalteenused,,,,,425.00,,,425.00,kindel parkimiskoht kinnistul,,,,harju
522,"Sõle tn 41,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,49.0,,,9,9,,500.0,,,D,1972,,,,,1,,,,,korteriomand,,,,,,,,,,,,,,,harju
523,"Aruheina tee 1,Peetri alevik, Rae vald, Harju maakond",2022-10-24,uusehitis,3,2,73.9,rõdu,,3,4,mööbel,900.0,,,,2008,,gaasiküte,"vann,pesumasin",elektripliit,,turvauks,,internet,,korteriomand,,,,,,,,4114 m²,12913802,,,,,,harju
524,"Merekalju tn,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,115.0,terrass,,3,3,"mööbel,külmik",2400.0,,,C,2020,jah,keskküte,"wc ja vannituba eraldi,pesumasin,dušš,vann",elektripliit,2,trepikoda lukus,,,,korteriomand,Added_to_price,,2,jah,,,,,,,,,,,harju
525,"Pille tn 24, Uus-Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,44.8,,,2,3,"mööbel,külmik",800.0,,178.00,A,2021,,"keskküte,põrandaküte","dušš,pesumasin",,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
526,"Kari tn 23,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,"uus viimistlus,valmis,san remont tehtud,renoveeritud",2,,40.0,,,3,4,"mööbel,külmik",540.0,,,E,,,keskküte,"tsentraalne kanalisatsioon,dušš",elektripliit,,"trepikoda lukus,turvauks",paneelmaja,"telefon,digi-TV,internet",,korteriomand,,,,,panipaik,,540.00,,,540.00,tasuta parkimine,,,,harju
527,"Sakala tn 18,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,85.3,,,5,7,,850.0,,,D,2002,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,panipaik,,,,0,,,,,,harju
528,"Gonsiori tn 3, Kompassi,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,54.0,,,5,5,,590.0,,,D,1951,,,,,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
529,"J. Koorti tn 4,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,34.0,klaasitud rõdu,,8,9,"mööbel,külmik",475.0,45.00,90.00,,,jah,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",,,"videokaamerad,turvauks,trepikoda lukus",paneelmaja,"digi-TV,internet,telefon",,korteriomand,,kõik kommunaalteenused,,,garderoob,,475.00,,,475.00,tasuta parkimine,plekk,,,harju
530,"Ümera tn 21,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,san remont tehtud,1,1,32.8,klaasitud rõdu,1.50,,5,"mööbel,külmik",380.0,,,D,1986,,keskküte,,elektripliit,,"turvauks,trepikoda lukus",paneelmaja,,,korteriomand,,kõik kommunaalteenused,,,panipaik,,380.00,,,380.00,tasuta parkimine,,,,harju
531,"Koondise tn 7,Saue linn, Harju maakond",2022-10-24,vajab renoveerimist,2,,43.6,,,2,5,,550.0,,,E,,,,,,,,paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
532,"Ümera tn 28,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,"uusehitis,valmis,uus viimistlus,renoveeritud",2,1,45.6,prantsuse rõdu,,7,8,"mööbel,TV,külmik",650.0,,,C,2016,jah,keskküte,"vann,pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,1,"turvauks,trepikoda lukus",,"digi-TV,internet,telefon",sundventilatsioon,,,,,,"panipaik,garderoob",,650.00,,,650.00,kindel parkimiskoht kinnistul,,,,harju
533,"Katusepapi tn 16,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,1,,23.9,,,3,4,,410.0,,,C,2020,,,,elektripliit,1,,kivimaja,,,,,,,,,,,,0,,,,,,harju
534,"Pöörise tn 12,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,45.4,rõdu,,13,14,,700.0,,,C,2021,,,,,1,,paneelmaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
535,"Akadeemia tee 2,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,50.4,rõdu,,1,14,,500.0,,,C,1980,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,,,,,0,,,,,,harju
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
537,"Tornimäe tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,4,,98.7,,,19,30,"TV,külmik",2100.0,,,energiamärgis määramata,2006,,,"dušš,pesumasin,vann",,,"turvasüsteem,trepikoda lukus,turvauks",,"telefon,kaabel-TV,internet","konditsioneer,kliimaseade",korteriomand,Added_to_price,,,,,,,,,,,,,http://www.arcovara.ee/318310,harju
538,"Asula tn 6,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,,38.1,rõdu,,2,3,"mööbel,külmik",500.0,,,energiamärgis määramata,1961,,,"pesumasin,dušš",,,trepikoda lukus,,,kliimaseade,korteriomand,Added_to_price,,,,,,,,,,,,,http://www.arcovara.ee/320219,harju
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
540,"Aruheina tee 3,Peetri alevik, Rae vald, Harju maakond",2022-10-24,,4,,100.0,,,2,2,,1000.0,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,harju
541,"Sügise põik 1,Aruküla alevik, Raasiku vald, Harju maakond",2022-10-24,,2,,52.2,,,2,3,,600.0,,,C,2016,,,,,,,,,,,,,,,,,,,,,,,,,harju
542,"Veerise tn 16, Vismeistri,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,57.2,,,2,3,,630.0,,,,2008,,,,,,,,,,,,,,,,,,,20342001,,,,,,harju
543,"Vana-Lõuna tn 33,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,48.3,,,2,3,"mööbel,külmik",480.0,,,energiamärgis määramata,1940,,,"dušš,boiler,pesumasin",,,trepikoda lukus,puitmaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
544,"Tuvi tn 12/2, Tõnismäe,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,93.9,rõdu,8.00,8,8,"mööbel,külmik",1200.0,,,D,2002,jah,keskküte,"dušš,wc ja vannituba eraldi,vann,saun,pesumasin",elektripliit,,"turvauks,trepikoda lukus",paneelmaja,"kaabel-TV,internet",,korteriomand,,,,,garderoob,,,,,,garaaž,,,,harju
545,"Mooni tn 60,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,50.0,,,7,9,mööbel,550.0,,,D,1974,jah,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,,trepikoda lukus,paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
546,"Mahtra tn 25,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,64.5,klaasitud rõdu,4.00,5,9,"mööbel,TV,külmik",550.0,,,D,,jah,keskküte,"pesumasin,wc ja vannituba eraldi,vann",elektripliit,1,"trepikoda lukus,turvauks",paneelmaja,"digi-TV,internet",,,,,,,garderoob,,550.00,,,550.00,tasuta parkimine,,,,harju
547,"Kaupmehe tn 14,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,3,1,85.7,,,2,6,,1500.0,,,E,1936,,keskküte,,,1,,kivimaja,,"kliimaseade,sundventilatsioon",,,,,,,,,,,,,,,,harju
548,"Pärnu mnt 21,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,3,2,71.0,,,2,6,,1300.0,,,,,,keskküte,,,,,,,,,,,,,,,,,,,,,,,harju
549,"J. Kunderi tn 40,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,39.4,,,3,3,"mööbel,külmik",510.0,,,F,1938,,keskküte,"pesumasin,boiler,dušš",elektripliit,1,trepikoda lukus,,internet,,,,,,,,,,,,,,,,,harju
550,"Tehnika tn 33, Kassisaba,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,52.8,rõdu,,4,5,,890.0,,,A,2015,,,,,1,,paneelmaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
551,"Raekoja plats 8,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,42.1,,,3,5,,700.0,,,energiamärgis määramata,,,,,,,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
552,"Pärnu mnt 125, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,1,,31.8,,,3,4,,430.0,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,harju
553,"Muuli tn 3,Paldiski linn, Harju maakond",2022-10-24,,3,,47.0,,,5,5,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
554,"Tondi tn 20, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,1,,32.0,,,1,4,,450.0,,,,1939,,,,,,,,,,,,,,,,,,,,,,,,,harju
555,"Väljaku tn 12,Jüri alevik, Rae vald, Harju maakond",2022-10-24,,2,,54.0,,,4,4,,630.0,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,harju
556,"Kaarli pst 7, Tõnismäe,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,30.8,,,1,1,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
557,"Luha tn 16,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,4,2,96.3,terrass,2.00,1,8,"kinnine hoov,mööbel,külmik",690.0,,,energiamärgis määramata,1974,,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,1,trepikoda lukus,paneelmaja,"internet,digi-TV,telefon",sundventilatsioon,korteriomand,,,,,garderoob,,,,,,kindel parkimiskoht kinnistul,,,,harju
558,"Staapli tn 3, Kesklinn,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,63.3,"terrass,klaasitud rõdu",67.60,6,6,"mööbel,külmik",1300.0,130.00,200.00,B,2019,jah,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš,wc ja vannituba eraldi",elektripliit,1,"turvauks,turvasüsteem,trepikoda lukus",kivimaja,"digi-TV,internet",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,,,1300.00,,,1300.00,tasuline parkimine,,,,harju
559,"Sõle tn 25b/2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,42.0,rõdu,5.30,2,3,"mööbel,külmik",600.0,,,C,,,"keskküte,gaasiküte,põrandaküte","dušš,pesumasin",,,"turvauks,trepikoda lukus",kivimaja,internet,,korteriomand,,,,,,,,,,,,,,,harju
560,"Koidu tn 12, Kassisaba,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,52.1,rõdu,3.00,3,3,"kinnine hoov,mööbel,külmik",600.0,,,,,,keskküte,"vann,boiler",gaasipliit,1,"turvauks,trepikoda lukus",kivimaja,,,korteriomand,,kõik kommunaalteenused,,,,,600.00,,,500.00,kindel parkimiskoht kinnistul,,,,harju
561,"Gonsiori tn 14, Kompassi,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,63.9,,,1,6,"mööbel,külmik",750.0,,,F,1930,,keskküte,"dušš,pesumasin",,,"naabrivalve,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
562,"Viieaia tee 11/2,Laiaküla, Viimsi vald, Harju maakond",2022-10-24,,2,1,46.9,rõdu,5.10,3,3,"mööbel,külmik",690.0,,,A,2022,,,pesumasin,,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,garderoob,,,,,,,,,,harju
563,"Tööstuse tn 26,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,42.2,,,1,2,"mööbel,külmik",550.0,,,energiamärgis määramata,,,,"boiler,pesumasin",elektripliit,,trepikoda lukus,palkmaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
564,"Supluse pst 1,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,77.5,,,1,4,"mööbel,külmik",950.0,,,E,1979,,keskküte,"dušš,vann,pesumasin",,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,,kliimaseade,,,,,,,,,,,,,,,,harju
565,"Supluse pst 1,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,77.4,,,1,4,"mööbel,külmik",950.0,,,E,1979,,keskküte,"dušš,vann,saun,pesumasin",,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,,kliimaseade,,,,,,,,,,,,,,,,harju
566,"Rähni tn 11-2a, Tondi,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,1,68.7,,,1,2,,590.0,,,energiamärgis määramata,1994,,,,elektripliit,1,,,,,korteriomand,,,,,,,,,,,,,,,harju
567,"Vindi tn 18,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,37.0,,,1,5,"mööbel,TV,külmik",550.0,,,D,1974,,keskküte,"dušš,vann,boiler,pesumasin",,1,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
568,"Soo tn 26,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,,40.0,,,3,3,külmik,500.0,,,energiamärgis määramata,,,gaasiküte,dušš,,,"naabrivalve,trepikoda lukus",puitmaja,internet,,korteriomand,,,,,garderoob,,,1025 m²,,,,,,,harju
569,"Ravi tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,51.5,,,4,6,"mööbel,külmik",750.0,,,C,2007,,keskküte,"dušš,pesumasin",,,,,,,,,,,,,,,1870 m²,,,garaaž,,,,harju
570,"Põhja pst 23,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,45.5,,,1,2,"mööbel,külmik",600.0,,,,1998,,keskküte,"dušš,pesumasin",elektripliit,,trepikoda lukus,kivimaja,internet,,korteriomand,,,,,,,600.00,,,,,,,,harju
571,"Padriku tee 4/7, Värske remont.,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,2,55.4,rõdu,10.90,2,4,"mööbel,külmik",670.0,,,,2005,,keskküte,"vann,pesumasin",elektripliit,,"naabrivalve,turvauks",paneelmaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,670.00,,,,,,,,harju
572,"Telliskivi tn,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,san remont tehtud,2,,57.0,,,,,"mööbel,külmik",600.0,70.00,140.00,,1928,,"gaasiküte,autonoomne küte","vann,pesumasin,tsentraalne kanalisatsioon,boiler",gaasipliit,,"naabrivalve,trepikoda lukus",kivimaja,"internet,digi-TV",,korteriomand,,,,,"kelder,panipaik,garderoob",,600.00,,,600.00,tasuta parkimine,plekk,,,harju
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
574,"Helme tn 13b, Stroomi rand,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,50.0,terrass,13.00,1,5,"kinnine hoov,mööbel,külmik",480.0,,,,2006,jah,keskküte,"pesumasin,vann",elektripliit,1,"turvauks,trepikoda lukus",paneelmaja,"internet,digi-TV,telefon",sundventilatsioon,korteriomand,,"kõik kommunaalteenused,vesi,elekter,küte",,,panipaik,,480.00,,,480.00,tasuta parkimine,,,,harju
575,"Pagi tn 5,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,42.2,rõdu,3.40,3,4,"mööbel,külmik",725.0,,,B,2022,jah,keskküte,dušš,elektripliit,1,trepikoda lukus,kivimaja,,sundventilatsioon,korteriomand,,,,,panipaik,,,,,,garaaž,,,,harju
576,"Tehnika tn 33,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,4,3,119.5,rõdu,12.50,4,5,"mööbel,külmik",1290.0,,,B,,jah,gaasiküte,"dušš,wc ja vannituba eraldi,saun,pesumasin",,1,"naabrivalve,turvauks,trepikoda lukus",kivimaja,internet,,,,,,,,,,875 m²,,,garaaž,,,,harju
577,"Nafta tn  6,Kadriorg, Tallinn, Harju maakond",2022-10-24,vajab renoveerimist,1,,12.5,,,1,5,,300.0,,,energiamärgis määramata,1966,,,,,,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
579,"Vabaõhumuuseumi tee 1,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,,3,2,98.3,rõdu,,5,8,,1600.0,,,B,2017,,,,,2,,kivimaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
580,"Võidujooksu tn 1,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uusehitis",3,2,86.2,rõdu,3.70,6,7,"kinnine hoov,mööbel,mööbli võimalus,Lemmikloomad lubatud,külmik",850.0,200.00,350.00,,2014,jah,"põrandaküte,gaasiküte","vann,tsentraalne kanalisatsioon,pesumasin,dušš",,1,"trepikoda lukus,videokaamerad,turvauks",kivimaja,"digi-TV,internet",,korteriomand,,"gaas,vesi,küte,kõik kommunaalteenused,elekter",,,panipaik,,850.00,,,850.00,"tasuta parkimine,parkimiskoht maa-aluses garaažis,garaaž",rullmaterjal,,,harju
581,"Võistluse tn 23,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,4,2,76.3,kinnine rõdu,,3,9,"mööbel,TV,külmik",700.0,,,C,,jah,keskküte,"vann,pesumasin",,1,trepikoda lukus,paneelmaja,,,korteriomand,,,,jah,,,,,,,,,,,harju
582,"Pirita tee 26b/1,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uusehitis",3,2,75.5,rõdu,7.00,2,4,"mööbel,Lemmikloomad lubatud,TV,külmik",1400.0,,,B,2020,jah,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,pesumasin,vann,tsentraalne kanalisatsioon",elektripliit,1,"turvauks,trepikoda lukus,videokaamerad",paneelmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,panipaik,,,,,,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,harju
583,"Pirita tee 26b/1,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uusehitis",4,3,138.9,"rõdu,terrass",73.00,4,4,"mööbel,Lemmikloomad lubatud,TV,külmik",2500.0,,,B,2020,jah,"gaasiküte,põrandaküte","tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi,dušš,vann,saun",elektripliit,2,"videokaamerad,trepikoda lukus,turvasüsteem,turvauks",betoonmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,panipaik,,,,,,"kindel parkimiskoht kinnistul,tasuta parkimine,parkimiskoht garaažis,parkimiskoht maa-aluses garaažis",,,,harju
584,"Mustamäe tee 175, Mustamäe,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,48.0,rõdu,,4,5,,600.0,,,energiamärgis määramata,1967,,,,gaasipliit,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
585,"Kentmanni tn 9,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,67.0,,,4,7,"mööbel,mööbli võimalus,Lemmikloomad lubatud,TV,külmik",850.0,,,E,1969,jah,"põrandaküte,keskküte","dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,1,"turvauks,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,harju
586,"Pirita tee 26b/4,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uus viimistlus,uusehitis",4,3,115.8,rõdu,13.00,4,4,"mööbel,mööbli võimalus,Lemmikloomad lubatud,TV,külmik",2500.0,,,B,2021,jah,"põrandaküte,keskküte,kombineeritud küte","dušš,vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon,saun",elektripliit,2,"trepikoda lukus,turvauks,turvasüsteem,videokaamerad",paneelmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,"panipaik,garderoob",,,,,,"kindel parkimiskoht kinnistul,parkimiskoht garaažis,parkimiskoht maa-aluses garaažis,tasuta parkimine",,,,harju
587,"Pärnu mnt 126,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uusehitis,renoveeritud,uus viimistlus",2,1,66.4,,,3,8,"mööbel,Lemmikloomad lubatud,TV,külmik",850.0,,,F,2016,,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,1,"trepikoda lukus,turvauks",kivimaja,"digi-TV,internet",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,,,,,,,"kindel parkimiskoht kinnistul,parkimiskoht maa-aluses garaažis,tasuta parkimine,parkimiskoht garaažis",,,,harju
588,"Veerenni tn 36a/4,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uusehitis",4,3,118.0,terrass,,1,3,"Lemmikloomad lubatud,külmik",2200.0,,,B,2021,jah,"keskküte,põrandaküte","dušš,pesumasin,vann,saun,tsentraalne kanalisatsioon,wc ja vannituba eraldi",elektripliit,2,"videokaamerad,turvauks,trepikoda lukus",paneelmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,panipaik,,,,,,"tasuta parkimine,parkimiskoht garaažis,kindel parkimiskoht kinnistul,parkimiskoht maa-aluses garaažis",,,,harju
589,"Pirita tee 26b/1,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uusehitis",3,2,62.3,rõdu,6.70,3,4,"mööbel,Lemmikloomad lubatud,TV,külmik",1100.0,,,B,2020,jah,"gaasiküte,põrandaküte","tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi,dušš",elektripliit,1,"videokaamerad,trepikoda lukus,turvasüsteem,turvauks",betoonmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,panipaik,,,,,,"kindel parkimiskoht kinnistul,tasuta parkimine",,,,harju
