,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Küte,Pliit,Side,Ventilatsioon,Rõdu,Omandiõigus,Lisanduvad kommunaalid,Tagatisraha,Parkimine,Lisaruumid,Sanitaar,Lisanduvad kommunaalkulud,Parkimiskohti,tasuta parkimine,Rõdu pind,tasuline parkimine,Suve kommunaalid,Talve kommunaalid,Krunt,Kinnistu number,Maakleritasu,Katus,Piirangud,Lisainfo,maakond
721,"Sügise põik 1, Aruküla alevik, Raasiku vald, Harju maakond","Aruküla alevik, Raasiku vald, Harju maakond",2022-10-30,,2,,,52.2,2,3,,,550.0,C,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,harju
722,"Veerise tn 16, Vismeistri, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,54.2,2,3,,,600.0,,,2008,,,,,,,,,,,,,,,,,,,,,20342001,,,,,harju
723,"Tuvi tn 12/2, Tõnismäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,,93.9,8,8,"turvauks,trepikoda lukus","mööbel,külmik",1200.0,D,paneelmaja,2002,jah,keskküte,elektripliit,"kaabel-TV,internet",,rõdu,korteriomand,,,garaaž,garderoob,"dušš,wc ja vannituba eraldi,vann,saun,pesumasin",,,,8.00,,,,,,,,,,harju
724,"Liivalaia tn 28, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,1,56.2,4,5,,,500.0,E,kivimaja,1952,,,gaasipliit,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
725,"Mahtra tn 25, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,2,1,64.5,5,9,"trepikoda lukus,turvauks","mööbel,TV,külmik",550.0,D,paneelmaja,,jah,keskküte,elektripliit,"digi-TV,internet",,klaasitud rõdu,,,550.00,tasuta parkimine,garderoob,"pesumasin,wc ja vannituba eraldi,vann",,,,4.00,,,,,,550.00,,,,harju
726,"Kaupmehe tn 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,1,1,85.7,2,6,,,1500.0,E,kivimaja,1936,,keskküte,,,"kliimaseade,sundventilatsioon",,,,,,,,,,,,,,,,,,,,,harju
727,"Pärnu mnt 21, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,2,,71.0,2,6,,,1300.0,,,,,keskküte,,,,,,,,,,,,,,,,,,,,,,,,harju
728,"Tehnika tn 33, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,1,52.8,4,5,,,890.0,A,paneelmaja,2015,,,,,,rõdu,korteriomand,,,,panipaik,,,,,,,,,,,,,,,harju
729,"Raekoja plats 8, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,42.1,3,5,,,700.0,energiamärgis määramata,kivimaja,,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
730,"Pärnu mnt 125, Kitseküla, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,1,,,31.8,3,4,,,430.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
731,"Muuli tn 3, Paldiski linn, Harju maakond","Paldiski linn, Harju maakond",2022-10-30,,3,,,47.0,5,5,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
732,"Tondi tn 20, Kitseküla, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,1,,,32.0,1,4,,,450.0,,,1939,,,,,,,,,,,,,,,,,,,,,,,,,,harju
733,"Väljaku tn 12, Jüri alevik, Rae vald, Harju maakond","Jüri alevik, Rae vald, Harju maakond",2022-10-30,,2,,,54.0,4,4,,,600.0,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,harju
734,"Kaarli pst 7, Tõnismäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,30.8,1,1,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
735,"Luha tn 16, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,4,2,1,96.3,1,8,trepikoda lukus,"kinnine hoov,mööbel,külmik",690.0,energiamärgis määramata,paneelmaja,1974,,keskküte,elektripliit,"internet,digi-TV,telefon",sundventilatsioon,terrass,korteriomand,,,kindel parkimiskoht kinnistul,garderoob,"dušš,pesumasin,tsentraalne kanalisatsioon",,,,2.00,,,,,,,,,,harju
736,"Sõle tn 25b/2, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,,42.0,2,3,"turvauks,trepikoda lukus","mööbel,külmik",600.0,C,kivimaja,,,"keskküte,gaasiküte,põrandaküte",,internet,,rõdu,korteriomand,,,,,"dušš,pesumasin",,,,5.30,,,,,,,,,,harju
737,"Viieaia tee 11/2, Laiaküla, Viimsi vald, Harju maakond","Laiaküla, Viimsi vald, Harju maakond",2022-10-30,,2,1,,46.9,3,3,"turvauks,trepikoda lukus","mööbel,külmik",690.0,A,kivimaja,2022,,,,"kaabel-TV,internet",,rõdu,korteriomand,,,,garderoob,pesumasin,,,,5.10,,,,,,,,,,harju
738,"Supluse pst 1, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,,77.5,1,4,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",950.0,E,,1979,,keskküte,,,kliimaseade,,,,,,,"dušš,vann,pesumasin",,,,,,,,,,,,,,harju
739,"Supluse pst 1, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,,77.4,1,4,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",950.0,E,,1979,,keskküte,,,kliimaseade,,,,,,,"dušš,vann,saun,pesumasin",,,,,,,,,,,,,,harju
740,"Rähni tn 11-2a, Tondi, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,1,1,68.7,1,2,,,590.0,energiamärgis määramata,,1994,,,elektripliit,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
741,"Ravi tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,,51.5,4,6,,"mööbel,külmik",750.0,C,,2007,,keskküte,,,,,,,,garaaž,,"dušš,pesumasin",,,,,,,,1870 m²,,,,,,harju
742,"Põhja pst 23, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,45.5,1,2,trepikoda lukus,"mööbel,külmik",600.0,,kivimaja,1998,,keskküte,elektripliit,internet,,,korteriomand,,600.00,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
743,"Padriku tee 4/7, Värske remont., Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,2,,55.4,2,4,"naabrivalve,turvauks","mööbel,külmik",670.0,,paneelmaja,2005,,keskküte,elektripliit,"telefon,internet,kaabel-TV",,rõdu,korteriomand,,670.00,,,"vann,pesumasin",,,,10.90,,,,,,,,,,harju
744,"Telliskivi tn, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,san remont tehtud,2,,,57.0,,,"naabrivalve,trepikoda lukus","mööbel,külmik",600.0,,kivimaja,1928,,"gaasiküte,autonoomne küte",gaasipliit,"internet,digi-TV",,,korteriomand,,600.00,tasuta parkimine,"kelder,panipaik,garderoob","vann,pesumasin,tsentraalne kanalisatsioon,boiler",,,,,,70.00,140.00,,,600.00,plekk,,,harju
745,"Tornimäe tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,2,1,1,48.4,10,30,"trepikoda lukus,turvamees","mööbel,TV,külmik",800.0,energiamärgis määramata,,2007,jah,keskküte,elektripliit,,sundventilatsioon,,korteriomand,kõik kommunaalteenused,850.00,,,"dušš,pesumasin",,,,,,,,,,1020.00,,,,harju
746,"Pagi tn 5, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,42.2,3,4,trepikoda lukus,"mööbel,külmik",725.0,B,kivimaja,2022,jah,keskküte,elektripliit,,sundventilatsioon,rõdu,korteriomand,,,garaaž,panipaik,dušš,,,,3.40,,,,,,,,,,harju
747,"Tehnika tn 33, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,4,3,1,119.5,4,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",1290.0,B,kivimaja,,jah,gaasiküte,,internet,,rõdu,,,,garaaž,,"dušš,wc ja vannituba eraldi,saun,pesumasin",,,,12.50,,,,875 m²,,,,,,harju
748,"Nafta tn  6, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,vajab renoveerimist,1,,,12.5,1,5,,,300.0,energiamärgis määramata,kivimaja,1966,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
749,"Pagari tn 1, Vanalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,2,119.1,5,6,trepikoda lukus,"kinnine hoov,mööbel,TV,külmik",2700.0,energiamärgis määramata,kivimaja,1911,jah,keskküte,elektripliit,,konditsioneer,rõdu,korteriomand,kõik kommunaalteenused,3000.00,,,"vann,wc ja vannituba eraldi,dušš,pesumasin",,,,3.80,,,,,,3000.00,,,,harju
750,"Vabaõhumuuseumi tee 1, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,,3,2,2,98.3,5,8,,,1600.0,B,kivimaja,2017,,,,,,rõdu,korteriomand,,,,panipaik,,,,,,,,,,,,,,,harju
751,"Võidujooksu tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,uusehitis",3,2,1,86.2,6,7,"trepikoda lukus,videokaamerad,turvauks","kinnine hoov,mööbel,mööbli võimalus,Lemmikloomad lubatud,külmik",850.0,,kivimaja,2014,jah,"põrandaküte,gaasiküte",,"digi-TV,internet",,rõdu,korteriomand,"gaas,vesi,küte,kõik kommunaalteenused,elekter",850.00,"tasuta parkimine,parkimiskoht maa-aluses garaažis,garaaž",panipaik,"vann,tsentraalne kanalisatsioon,pesumasin,dušš",,,,3.70,,200.00,350.00,,,850.00,rullmaterjal,,,harju
752,"Võistluse tn 23, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,4,2,1,76.3,3,9,trepikoda lukus,"mööbel,TV,külmik",700.0,C,paneelmaja,,jah,keskküte,,,,kinnine rõdu,korteriomand,,,,,"vann,pesumasin",,,jah,,,,,,,,,,,harju
753,"Kotzebue tn 18, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,,,18.0,2,2,"turvauks,trepikoda lukus","mööbel,külmik",420.0,,kivimaja,,,keskküte,elektripliit,internet,,,kinnistu,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
754,"Gildi tn 8, Keldrimäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,1,67.0,5,5,"trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",600.0,,paneelmaja,,,keskküte,elektripliit,,,"rõdu,klaasitud rõdu",korteriomand,,600.00,,kelder,"pesumasin,dušš,wc ja vannituba eraldi,vann",,,,,,,,,,600.00,bituumen,,,harju
755,"Laulupeo tn, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,4,3,,88.3,4,6,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",1450.0,B,kivimaja,2018,jah,"keskküte,põrandaküte",elektripliit,,kliimaseade,,,,,,,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,,,,,,,,,,,harju
756,"Roosikrantsi tn 13, Tõnismäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,50.0,2,8,,,800.0,D,kivimaja,2004,,,elektripliit,,,,,,,,panipaik,,,,,,,,,,0,,,,,harju
757,"Soo tn 56, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,1,45.4,2,1,trepikoda lukus,"kinnine hoov,mööbel,külmik",580.0,energiamärgis määramata,palkmaja,,,"kamin,elektriküte",,"digi-TV,internet",sundventilatsioon,,korteriomand,kõik kommunaalteenused,1160.00,tasuta parkimine,,"dušš,boiler,pesumasin",,,,,,,,,,696.00,,,,harju
758,"Õismäe tee 124, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,2,,49.2,2,9,"trepikoda lukus,turvauks",külmik,500.0,,,,jah,keskküte,elektripliit,,,rõdu,,,,tasuta parkimine,,"dušš,pesumasin",,,,,,,,,,,,,,harju
759,"Kohtu tn, Toompea, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,2,2,134.0,1,3,trepikoda lukus,külmik,1750.0,energiamärgis määramata,kivimaja,,,keskküte,elektripliit,,,terrass,kinnistu,,,,,"vann,dušš,pesumasin",,,,,jah,,,,,,,,,harju
760,"J.Köleri tn, Kadriorg, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,35.0,3,4,trepikoda lukus,"mööbel,külmik",550.0,energiamärgis määramata,kivimaja,1932,,"ahjuküte,gaasiküte,kombineeritud küte",gaasipliit,,,terrass,korteriomand,,,,,"pesumasin,dušš",Added_to_price,,,,jah,,,,,,,,,harju
761,"Harju-Risti 6, Harju-Risti küla, Lääne-Harju vald, Harju maakond","Harju-Risti küla, Lääne-Harju vald, Harju maakond",2022-10-30,,4,3,,81.6,2,3,turvauks,külmik,250.0,energiamärgis määramata,paneelmaja,1984,,"põrandaküte,õhksoojuspump",elektripliit,,,,korteriomand,,,,,"dušš,wc ja vannituba eraldi",,,,,,,,,,,,,,harju
762,"Lai tn 2, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,44.7,4,5,trepikoda lukus,"mööbel,külmik",800.0,energiamärgis määramata,kivimaja,1920,,keskküte,,,,,korteriomand,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
763,"Magasini tn 3c, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,42.6,1,4,,,700.0,B,kivimaja,2022,,,,,,,korteriomand,,,,,,,,,,,,,,0,,,,,harju
764,"Pöörise tn 10, Kadaka, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,53.0,10,14,,,630.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
765,"Päevalille tn 4, Väike-Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,,,40.1,4,15,,,700.0,B,,2021,,,,,,,,,,,,,,,,,,,,,3057801,,,,,harju
766,"F. R. Kreutzwaldi tn 4a, Raua, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,29.0,3,6,,,650.0,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,harju
767,"Kuldnoka tn 11, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,1,59.8,8,9,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",650.0,energiamärgis määramata,paneelmaja,1973,jah,keskküte,elektripliit,internet,,kinnine rõdu,,,,,,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,,,,,10782 m²,,,,,,harju
768,"Trummi tn 4, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,,65.5,1,5,trepikoda lukus,"mööbel,külmik",650.0,,paneelmaja,1980,,keskküte,,,,rõdu,korteriomand,,,,,"dušš,wc ja vannituba eraldi,pesumasin",,,jah,,,,,,0,,,,,harju
769,"Pae tn 11, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,45.8,5,5,"naabrivalve,trepikoda lukus,videokaamerad,turvauks","mööbel,külmik",500.0,D,paneelmaja,1961,,keskküte,gaasipliit,internet,,rõdu,korteriomand,,,,,"dušš,pesumasin",,,jah,,,,,,0,,,,,harju
770,"Sõpruse pst 214, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,4,3,,63.1,3,9,"turvauks,trepikoda lukus","mööbel,külmik",650.0,E,kivimaja,1973,jah,keskküte,elektripliit,"kaabel-TV,internet",,,korteriomand,,550.00,,,"wc ja vannituba eraldi,vann,pesumasin",,,,,,100.00,180.00,,,,,,,harju
771,"Vabaõhumuuseumi tee 4a, Rocca Al Mare, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,56.5,4,4,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",külmik,650.0,D,kivimaja,2003,,"gaasiküte,põrandaküte",elektripliit,"kaabel-TV,internet",,,korteriomand,,,garaaž,,"dušš,pesumasin",,,,,,150.00,230.00,,,,,,,harju
772,"Padriku tee 7/6, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,,72.1,4,4,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",750.0,energiamärgis määramata,kivimaja,,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,rõdu,korteriomand,,,,,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,21.00,,,,,,,,,,harju
773,"J. Vilmsi tn 27, Kadriorg, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,73.0,2,5,trepikoda lukus,"kinnine hoov,mööbel,külmik",800.0,,kivimaja,2004,jah,,elektripliit,"internet,digi-TV",,klaasitud rõdu,korteriomand,"kõik kommunaalteenused,elekter,küte,vesi",800.00,parkimiskoht garaažis,panipaik,"pesumasin,saun,dušš,tsentraalne kanalisatsioon",,,,,,,,,,500.00,,,,harju
774,"Kivimurru tn 32, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,1,1,1,41.7,2,2,,"mööbel,TV,külmik",500.0,,puitmaja,,,gaasiküte,,,,,korteriomand,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
775,"Tatari tn 21A, Süda Tatari asum, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,2,1,65.0,2,2,"trepikoda lukus,naabrivalve","kinnine hoov,mööbli võimalus,külmik",700.0,,palkmaja,1913,,"ahjuküte,gaasiküte",gaasipliit,"digi-TV,internet",sundventilatsioon,klaasitud rõdu,korteriomand,"gaas,vesi,elekter",700.00,tasuline parkimine,"panipaik,garderoob","tsentraalne kanalisatsioon,vann,dušš,pesumasin,boiler",,,,15.40,,,,,,600.00,plekk,,,harju
776,"Tehnika tn 27, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,vajab renoveerimist,3,,,54.7,2,5,,,750.0,energiamärgis määramata,,1940,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
777,"Välja tn 3/2, Lilleküla, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,55.0,1,3,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
778,"Sõle tn 5, Pelgulinn, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,44.0,5,5,,,625.0,D,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,harju
779,"Õle tn 41, Pelgulinn, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,,4,,,83.6,1,2,,,899.0,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,harju
780,"Liikuri tn 8a, Paepark, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,64.9,6,9,"videokaamerad,trepikoda lukus","mööbel,külmik",600.0,C,paneelmaja,2006,jah,"keskküte,põrandaküte",elektripliit,,,,korteriomand,,,garaaž,,"dušš,vann,pesumasin",,,,,,80.00,120.00,,,,,,,harju
781,"E. Vilde tee 96, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,1,1,16.2,1,5,"turvamees,trepikoda lukus,turvauks","mööbel,külmik",300.0,,kivimaja,1971,,keskküte,elektripliit,"internet,digi-TV",,,korteriomand,kõik kommunaalteenused,300.00,tasuta parkimine,,"dušš,pesumasin,boiler,tsentraalne kanalisatsioon",,,,,,50.00,70.00,,,300.00,plekk,,,harju
782,"Sõle tn 25B, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,44.2,3,3,trepikoda lukus,"kinnine hoov,mööbel,TV,külmik",520.0,,paneelmaja,,,gaasiküte,elektripliit,"kaabel-TV,internet",sundventilatsioon,rõdu,,,,,,"vann,pesumasin",,,jah,,,,,,,,plekk,,,harju
783,"Õismäe tee 18, Nurmenuku keskus, Loomaaed, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,2,1,50.0,8,9,"trepikoda lukus,turvauks","mööbel,külmik",500.0,D,paneelmaja,,jah,keskküte,elektripliit,,,rõdu,korteriomand,,500.00,tasuta parkimine,garderoob,"vann,pesumasin,dušš,tsentraalne kanalisatsioon",,,,3.00,,,,,,500.00,,,,harju
784,"Kaupmehe tn 5, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,6,4,1,134.1,4,5,,,1400.0,E,kivimaja,1913,,,elektripliit,,,rõdu,korteriomand,,,,,,,,,,,,,,0,,,,,harju
785,"Põhja tn 16, Keila linn, Harju maakond","Keila linn, Harju maakond",2022-10-30,,2,,,26.4,1,4,,,425.0,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,harju
786,", Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,100.0,2,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
787,"Kopliranna tn 27, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,"san remont tehtud,renoveeritud,valmis",2,1,1,80.0,4,4,"naabrivalve,trepikoda lukus,turvauks","eraldi sissepääs,kinnine hoov,mööbli võimalus",650.0,E,"paneelmaja,kivimaja,betoonmaja",1960,,gaasiküte,elektripliit,"digi-TV,telefon,internet",,,korteriomand,"gaas,kõik kommunaalteenused,küte,vesi,elekter",700.00,"tasuta parkimine,kindel parkimiskoht kinnistul","kelder,panipaik,garderoob","tsentraalne kanalisatsioon,dušš,vann",,,,,,80.00,250.00,,,,rullmaterjal,,,harju
788,"Ringi tn 64a, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,uusehitis,2,,1,47.0,4,4,"turvauks,trepikoda lukus","mööbel,külmik",500.0,D,kivimaja,2018,,keskküte,elektripliit,"digi-TV,internet",,rõdu,korteriomand,kõik kommunaalteenused,500.00,kindel parkimiskoht kinnistul,panipaik,"vann,dušš",,,,2.00,,,,,,500.00,,,,harju
789,"Vilde tee 102, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,43.0,3,5,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",490.0,D,paneelmaja,1966,,keskküte,elektripliit,"kaabel-TV,internet",,rõdu,korteriomand,,,,,"dušš,vann,pesumasin",,,,,,70.00,140.00,,0,,,,,harju
790,"Sikupilli tn, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,1,,1,20.0,3,3,"turvasüsteem,videokaamerad,trepikoda lukus","mööbel,külmik",450.0,C,kivimaja,,,,elektripliit,internet,sundventilatsioon,,,,450.00,,,,,,,,,,,,,,plekk,,,harju
791,"Komeedi tn 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,renoveeritud",3,2,1,101.0,3,5,,"kinnine hoov,mööbel,TV,külmik",1000.0,energiamärgis määramata,paneelmaja,2011,jah,keskküte,elektripliit,,,rõdu,korteriomand,kõik kommunaalteenused,1000.00,"parkimiskoht maa-aluses garaažis,parkimiskoht garaažis,tasuta parkimine",garderoob,"saun,pesumasin,dušš,wc ja vannituba eraldi",,,,12.80,,240.00,300.00,,,1200.00,,,,harju
792,"Mardi tn 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,,64.9,2,7,"turvauks,trepikoda lukus","mööbel,külmik",840.0,B,paneelmaja,,,keskküte,,internet,,,korteriomand,,,,,"wc ja vannituba eraldi,vann,pesumasin",,,,,,,,,,,,,,harju
