,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Küte,Pliit,Side,Ventilatsioon,Rõdu,Omandiõigus,Lisanduvad kommunaalid,Tagatisraha,Parkimine,Lisaruumid,Sanitaar,Lisanduvad kommunaalkulud,Parkimiskohti,tasuta parkimine,Rõdu pind,tasuline parkimine,Suve kommunaalid,Talve kommunaalid,Krunt,Kinnistu number,Maakleritasu,Katus,Piirangud,Lisainfo,maakond
1118,"Ehitajate tee 11, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,69.5,5,14,,,690.0,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1119,"Suur-Ameerika tn 35, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,59.3,3,4,,,600.0,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1120,"Kivila tn 1, Mustakivi, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,67.0,8,16,,,750.0,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1121,"Kullava tee 2, Kolgaküla, Kuusalu vald, Harju maakond","Kolgaküla, Kuusalu vald, Harju maakond",2022-10-30,,3,,,60.0,1,3,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1122,"Vase tn 4, Raua, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,48.9,3,4,,,700.0,,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1123,"Hansu tn 38/2, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,44.0,2,2,,,550.0,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1124,"Katusepapi tn 16a, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,52.5,3,4,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1125,"J. Kunderi tn 4, Torupilli, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,46.0,4,5,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1126,"Kastani tn 4, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,40.0,1,2,,,500.0,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1127,"Kuuseheki tn 54, Saue linn, Harju maakond","Saue linn, Harju maakond",2022-10-30,,3,,,72.0,3,3,,,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1128,"Soo tn 3a, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,,1,,,20.0,1,2,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1129,"Tedre tn 55, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,61.7,4,5,,,750.0,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1130,"Tööstuse tn 47b, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,85.3,6,6,,,1250.0,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1131,"Narva mnt 70, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,,3,,,52.0,1,4,,,600.0,,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1132,"Gonsiori tn 12a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,4,,,84.5,9,9,,,1300.0,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1133,"K. A. Hermanni tn 2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,4,,,81.0,5,6,,,950.0,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1134,"Mürsiku tn 2, Tabasalu alevik, Harku vald, Harju maakond","Tabasalu alevik, Harku vald, Harju maakond",2022-10-30,,2,,,43.0,2,4,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,16406150,,,,,harju
1135,"Magasini tn 3g, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,40.0,3,3,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,3205201,,,,,harju
1136,"Suur-Patarei tn 6, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,62.6,4,6,,,1500.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1137,"Supluse pst 1, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,4,3,2,105.6,1,4,,"mööbel,külmik",2500.0,E,kivimaja,2011,,,elektripliit,,,,,,,,,"dušš,saun,pesumasin",,,,,,,,,,,,,,harju
1138,"Roosikrantsi tn 19, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,4,3,1,114.9,4,5,"turvauks,trepikoda lukus","mööbel,külmik",990.0,energiamärgis määramata,kivimaja,1934,jah,keskküte,elektripliit,internet,,,,,,,,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,0.00,,,,,,,,,,harju
1139,"Pirita tee 26c, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,valmis,4,3,,189.1,2,5,naabrivalve,külmik,1200.0,,kivimaja,2011,,gaasiküte,elektripliit,"kaabel-TV,telefon,internet",,,korteriomand,,,garaaž,,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,350.00,700.00,,,,,,,harju
1140,"Joa tn 3, Kardiorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"renoveeritud,valmis",2,1,1,63.3,1,5,"turvauks,trepikoda lukus,naabrivalve","kinnine hoov,mööbel,TV,külmik",800.0,D,kivimaja,2007,,keskküte,elektripliit,"digi-TV,internet",,terrass,korteriomand,,,,garderoob,"dušš,pesumasin,vann",,,,,,,,,,,,,,harju
1141,"Raua tn 3, RAUA 3, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,2,1,68.0,7,8,"turvauks,trepikoda lukus","mööbel,külmik",700.0,,kivimaja,,jah,keskküte,elektripliit,"digi-TV,internet",,rõdu,kinnistu,kõik kommunaalteenused,750.00,tasuta parkimine,,"wc ja vannituba eraldi,pesumasin,vann",,,,3.00,,150.00,270.00,,,700.00,,,,harju
1142,"Suur-Patarei tn 20/3, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,65.7,3,5,"turvauks,trepikoda lukus,turvasüsteem","mööbel,TV,külmik",1500.0,,kivimaja,2021,jah,põrandaküte,elektripliit,"internet,digi-TV,telefon",sundventilatsioon,klaasitud rõdu,korteriomand,,,"garaaž,parkimiskoht maa-aluses garaažis",panipaik,"tsentraalne kanalisatsioon,dušš,pesumasin",,,,7.10,,,,,,,,,,harju
1143,"Kooli tn 4-45, Kehra linn, Harju maakond","Kehra linn, Harju maakond",2022-10-30,,3,2,1,66.6,5,5,trepikoda lukus,mööbli võimalus,495.0,D,paneelmaja,1983,,keskküte,elektripliit,,,kinnine rõdu,,,,"tasuta parkimine,kindel parkimiskoht kinnistul",,"vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon",,,,,,,,,,,bituumen,,,harju
1144,"Madala tn 16, Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,,65.0,3,14,"videokaamerad,turvauks,trepikoda lukus",külmik,850.0,energiamärgis määramata,kivimaja,2018,jah,keskküte,,,,rõdu,korteriomand,,,,,"wc ja vannituba eraldi,vann,pesumasin",,,,3.00,,,,,,,,,,harju
1145,"Asula tn 5, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,56.0,2,4,"naabrivalve,trepikoda lukus","mööbel,külmik",650.0,,kivimaja,1949,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,rõdu,korteriomand,,690.00,,,"dušš,wc ja vannituba eraldi,pesumasin",,,,2.00,,130.00,180.00,,,,,,,harju
1146,"Viru väljak 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,1,,,48.0,9,10,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",külmik,660.0,energiamärgis määramata,paneelmaja,2005,jah,keskküte,elektripliit,"kaabel-TV,telefon,internet",,rõdu,korteriomand,,660.00,,,"dušš,pesumasin",,,,14.00,,100.00,180.00,,,,,,,harju
1147,"Viru väljak 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,vajab renoveerimist,1,,,47.0,6,10,trepikoda lukus,"mööbel,külmik",650.0,energiamärgis määramata,paneelmaja,2004,jah,keskküte,elektripliit,"kaabel-TV,telefon,internet",,,korteriomand,,650.00,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
1148,"Viru väljak 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,san remont tehtud,2,1,,55.0,9,10,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",külmik,60.0,,,2005,jah,,elektripliit,"kaabel-TV,internet",,rõdu,,,,,,"dušš,pesumasin",,,,12.00,,0.00,0.00,,,,,,,harju
1149,"Viru väljak 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,50.0,9,10,"videokaamerad,trepikoda lukus","mööbel,külmik",60.0,energiamärgis määramata,paneelmaja,2004,jah,keskküte,elektripliit,"kaabel-TV,telefon,internet",,rõdu,korteriomand,,60.00,,,"dušš,pesumasin",,,,12.00,,,,,,,,,,harju
1150,"Tule põik 5, Saue linn, Harju maakond","Saue linn, Harju maakond",2022-10-30,uusehitis,3,2,,59.7,1,5,"turvauks,trepikoda lukus","mööbel,külmik",650.0,B,kivimaja,2022,,"keskküte,gaasiküte,põrandaküte",,internet,,,korteriomand,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
1151,"Vilmsi 48, SUUREPÄRANE KOHT KESKLINNAS, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,,47.0,3,3,"naabrivalve,trepikoda lukus","mööbel,külmik",650.0,energiamärgis määramata,puitmaja,2022,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,,korteriomand,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
1152,"Sõpruse pst 230, VÄGA HEA ASUKOHT MUSTAMÄEL, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,,54.0,4,4,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",550.0,B,kivimaja,2007,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,,korteriomand,,,,,"dušš,vann,pesumasin",,,,,,,,,,,,,,harju
1153,"Veerenni tn 19, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,58.3,1,3,turvauks,"mööbel,külmik",850.0,energiamärgis määramata,puitmaja,1940,,"gaasiküte,põrandaküte",,"kaabel-TV,internet",,,korteriomand,,,,,"vann,pesumasin",,,,,,80.00,260.00,,,,,,,harju
1154,"Viru tn 3-13, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,32.5,3,4,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",475.0,,kivimaja,,,keskküte,elektripliit,,,,korteriomand,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
1155,"Viru tn 3-9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,,106.0,4,4,"videokaamerad,trepikoda lukus","mööbel,külmik",850.0,,kivimaja,,,keskküte,elektripliit,,,,korteriomand,,,,,"dušš,vann,pesumasin",,,,,,,,,,,,,,harju
1156,"Telliskivi tn 47, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,51.0,3,3,"naabrivalve,trepikoda lukus","mööbel,külmik",690.0,E,puitmaja,1935,,elektriküte,puupliit,"kaabel-TV,internet",,,korteriomand,,,,,"dušš,boiler,pesumasin",,,,,,,,,,,,,,harju
1157,"Võidujooksu tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,1,83.0,3,7,"trepikoda lukus,videokaamerad","kinnine hoov,mööbel,TV,külmik",1000.0,energiamärgis määramata,,2014,jah,"keskküte,põrandaküte",elektripliit,,konditsioneer,klaasitud rõdu,korteriomand,,,"kindel parkimiskoht kinnistul,tasuta parkimine",,"pesumasin,dušš,vann,wc ja vannituba eraldi",,,,,,,,,,,,,,harju
1158,"Suur-Ameerika tn 35b, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,55.6,,6,,"mööbel,külmik",550.0,E,,,,keskküte,,,,,korteriomand,,,,,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,,,,,,,,,harju
1159,"Sõle tn 68, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,38.3,3,5,turvauks,mööbel,550.0,energiamärgis määramata,kivimaja,,,keskküte,gaasipliit,,,,,,,,,,,,,0.00,,,,,,,,,,harju
1160,"Filmi tn // Tuukri tn 5//7//64, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,59.6,2,5,"trepikoda lukus,turvauks",mööbel,850.0,energiamärgis määramata,kivimaja,2018,jah,"õhksoojuspump,põrandaküte,keskküte",elektripliit,internet,kliimaseade,rõdu,korteriomand,,,,garderoob,"pesumasin,dušš",,,,,,,,3035 m²,10520750,,,,,harju
1161,"Laulupeo tn 5, Torupilli, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,33.2,1,3,,,599.0,C,puitmaja,2018,,,,,,,korteriomand,,,,panipaik,,,,,,,,,,0,,,,,harju
1162,"Mustamäe tee 120, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,,1,31.7,3,5,"trepikoda lukus,turvauks","mööbel,TV,külmik",420.0,D,paneelmaja,1964,,keskküte,elektripliit,"digi-TV,internet",,rõdu,korteriomand,"küte,vesi,elekter,kõik kommunaalteenused,gaas",420.00,tasuta parkimine,,"pesumasin,tsentraalne kanalisatsioon",,,,2.00,,50.00,90.00,,,420.00,,,,harju
1163,"Kärneri tn 1, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,1,66.5,6,8,,"mööbel,TV,külmik",850.0,E,paneelmaja,2007,jah,gaasiküte,elektripliit,,,rõdu,korteriomand,,,tasuta parkimine,,"dušš,pesumasin,saun",,,,2.90,,,,,,,eterniit,,,harju
1164,"Lätte tn 5, Tatari, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,38.0,1,3,"turvauks,trepikoda lukus","kinnine hoov,mööbel,TV,külmik",540.0,D,puitmaja,,,keskküte,elektripliit,,,,korteriomand,"küte,elekter,vesi,kõik kommunaalteenused",540.00,tasuline parkimine,,"saun,dušš,pesumasin,tsentraalne kanalisatsioon,wc ja vannituba eraldi",,,,,,75.00,150.00,,,540.00,,,,harju
1165,"Tartu mnt, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,uus viimistlus",3,2,1,72.0,5,5,"turvauks,trepikoda lukus",kinnine hoov,800.0,energiamärgis määramata,kivimaja,,,"autonoomne küte,põrandaküte",elektripliit,,,rõdu,,,800.00,kindel parkimiskoht kinnistul,,"dušš,tsentraalne kanalisatsioon,vann,saun,pesumasin",,,,4.00,,,,,,800.00,,,,harju
1166,"Loodjärve tee 11, Harkujärve küla, Harku vald, Harju maakond","Harkujärve küla, Harku vald, Harju maakond",2022-10-30,renoveeritud,1,,,43.5,1,2,"trepikoda lukus,naabrivalve","mööbel,külmik",390.0,D,kivimaja,1988,,keskküte,elektripliit,"internet,digi-TV",sundventilatsioon,rõdu,korteriomand,,,tasuta parkimine,kelder,"pesumasin,vann",,,,6.50,,65.00,130.00,,,,plekk,,,harju
1167,"Suur-Karja tn 4, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,4,3,1,103.2,3,6,,"mööbel,külmik",1300.0,energiamärgis määramata,,1902,,keskküte,,,,,,,,,,dušš,,,,0.00,,,,,,,,,,harju
1168,"Paldiski mnt 59, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,51.7,3,4,"turvauks,trepikoda lukus","mööbel,külmik",600.0,E,paneelmaja,1940,,keskküte,gaasipliit,,,,,,,,,"dušš,boiler,pesumasin",,,,,,,,,,,,,,harju
1169,"Rataskaevu tn 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,1,1,1,37.9,1,3,,,550.0,,kivimaja,1550,,,,,,,,,,,,pesumasin,,,,,,,,,,,,,,harju
1170,"Suur-Kloostri tn 18, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,5,4,,97.3,1,2,,"mööbel,külmik",1300.0,energiamärgis määramata,,,,keskküte,,,,,,,,,,dušš,,,,0.00,,,,,,,,,,harju
1171,"Harju tn 1, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,,,98.0,5,5,,"mööbel,külmik",1300.0,E,kivimaja,1962,,keskküte,,,,,,,,,,,,,,0.00,,,,,,,,,,harju
1172,"Nunne tn 11b, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,2,,,40.0,4,4,,mööbel,790.0,energiamärgis määramata,kivimaja,,,elektriküte,,,,,,,,,,,,,,0.00,,,,,,,,,,harju
1173,"j.Sütiste tee 33, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,2,,,43.0,5,9,,mööbel,590.0,D,,1972,,keskküte,,,,rõdu,,,,,,,,,,,,,,,,,,,,harju
1174,"Väike-Patarei tn 1/2, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,48.1,3,4,turvauks,"mööbel,külmik",790.0,B,kivimaja,2019,,,elektripliit,,,,,,,,,"dušš,pesumasin",,,,7.60,,,,,,,,,,harju
1175,"Reti tee 11, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,uusehitis,1,,1,17.5,3,3,videokaamerad,"mööbel,külmik",495.0,B,kivimaja,2020,jah,gaasiküte,elektripliit,internet,sundventilatsioon,,,,,tasuta parkimine,,"dušš,pesumasin",,,,,,,,,,,,,VIRTUAALTUUR,harju
1176,"A. Weizenbergi tn 20a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,renoveeritud",2,1,1,81.8,2,3,trepikoda lukus,"mööbel,TV,külmik",1050.0,energiamärgis määramata,kivimaja,1930,,elektriküte,elektripliit,,,,korteriomand,kõik kommunaalteenused,1050.00,"kindel parkimiskoht kinnistul,tasuta parkimine",panipaik,"vann,pesumasin",,,,,,230.00,300.00,,,1260.00,,,,harju
1177,"F. R. Kreutzwaldi tn 3, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,1,67.6,2,7,trepikoda lukus,"mööbel,TV,külmik",750.0,,kivimaja,,jah,keskküte,elektripliit,,,,korteriomand,kõik kommunaalteenused,,tasuline parkimine,,"pesumasin,vann,tsentraalne kanalisatsioon",,,,,,100.00,180.00,,,750.00,,,,harju
1178,"Telliskivi tn, Pelgulinn, Telliskivi asum, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,san remont tehtud,1,,,12.0,2,,"naabrivalve,trepikoda lukus,turvauks","eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus,külmik",220.0,,kivimaja,,,gaasiküte,gaasipliit,"digi-TV,internet",,,korteriomand,,220.00,tasuta parkimine,"panipaik,garderoob","tsentraalne kanalisatsioon,pesumasin,vann,wc ja vannituba eraldi",,,,,,,,,,220.00,plekk,,,harju
1179,"Kaarli pst 11, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,75.9,6,6,"trepikoda lukus,turvauks","mööbel,külmik",860.0,D,kivimaja,1960,jah,keskküte,elektripliit,,,,korteriomand,,,,,"pesumasin,boiler,dušš",Added_to_price,,,,,,,,,,,,,harju
1180,"Kollane tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,,,52.8,5,5,trepikoda lukus,"mööbel,tööstusvool,külmik",1190.0,D,,2006,jah,,,,,,korteriomand,,,,panipaik,"pesumasin,dušš",Added_to_price,,,,,,,840 m²,,,,,http://www.arcovara.ee/319917,harju
1181,"Pelgulinna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,,1,25.0,2,3,,,420.0,energiamärgis määramata,puitmaja,2005,,,,,,,korteriomand,,,,panipaik,,,,,,,,,,,,,,,harju
1182,"Priisle tee 4/1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,1,,,31.0,6,8,trepikoda lukus,"mööbel,külmik",430.0,D,paneelmaja,,jah,keskküte,elektripliit,,,,korteriomand,,430.00,,,"dušš,tsentraalne kanalisatsioon,pesumasin",,,,,,,,,,430.00,,,,harju
1183,"Sõle tn 58, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,1,1,12.0,3,5,"trepikoda lukus,turvauks","mööbli võimalus,Lemmikloomad lubatud,külmik",300.0,energiamärgis määramata,kivimaja,,,,elektripliit,"digi-TV,internet,telefon",,,korteriomand,,300.00,tasuta parkimine,,"boiler,tsentraalne kanalisatsioon,dušš",,,,,,,,,,300.00,,,,harju
1184,"Lubja tn 7b, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,54.0,2,3,,"mööbel,külmik",600.0,,palk-kivimaja,,,keskküte,gaasipliit,,,,,,600.00,,,,,,,,,100.00,150.00,,,600.00,,,,harju
1185,"Vana-Kuuli tn 5, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,4,3,2,124.4,7,8,"trepikoda lukus,turvauks,videokaamerad,turvasüsteem","kinnine hoov,mööbel,külmik",1250.0,D,paneelmaja,2007,jah,"keskküte,põrandaküte",elektripliit,internet,sundventilatsioon,"klaasitud rõdu,rõdu,terrass,kinnine rõdu",korteriomand,,1250.00,"parkimiskoht garaažis,tasuta parkimine","panipaik,garderoob","pesumasin,wc ja vannituba eraldi,tsentraalne kanalisatsioon,vann,dušš",,,,20.30,,130.00,280.00,,,1250.00,bituumen,,,harju
1186,"Heinavälja tn 4, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,,1,,,32.0,1,5,"turvauks,trepikoda lukus","mööbel,TV,külmik",400.0,,,,,keskküte,elektripliit,,,kinnine rõdu,korteriomand,kõik kommunaalteenused,400.00,tasuta parkimine,panipaik,"pesumasin,vann",,,,2.00,,60.00,120.00,,,400.00,,,,harju
1187,"Müürivahe tn 23a, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,4,,,92.1,4,4,,"mööbel,külmik",1300.0,energiamärgis määramata,kivimaja,1934,,keskküte,,,,,,,,,,dušš,,,,0.00,,,,,,,,,,harju
1188,"Wismari tn 35a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,1,69.0,1,4,turvauks,mööbel,850.0,,kivimaja,1999,,õhksoojuspump,,internet,,,,,,,,"dušš,saun,pesumasin",,,,,,,,,,,,,,harju
1189,"J.Kunderi 8, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,2,,,47.4,6,6,,"mööbel,külmik",590.0,C,,1970,,keskküte,,,,rõdu,,,,,,dušš,,,,,,,,,,,,,,harju
1190,"Uus tn 13, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,1,,,30.0,1,1,,"mööbel,külmik",500.0,energiamärgis määramata,,,,gaasiküte,,,,,,,,,,,,,,0.00,,,,,,,,,,harju
1191,"Pühavaimu tn 7, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,,80.0,2,5,,mööbel,1300.0,energiamärgis määramata,kivimaja,1920,,keskküte,,,,,,,,,,,,,,0.00,,,,,,,,,,harju
1192,"Tirdi tn 4, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,,,39.0,5,5,,"mööbel,külmik",450.0,D,,1988,,keskküte,,,,rõdu,,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
