,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Hind / m²,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Energiamärgis,Materjal,Ehitusaasta,Küte,Sanitaar,Vannitube,Köögi pind,Katastritunnus,Lisaväärtused,Lisaruumid,Pliit,Side,Rõdu pind,Tagatisraha,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Lift,Rõdu,Parkimine,Saadaval,Katus,Krunt,Lisanduvad kommunaalkulud,Lisainfo,tasuta parkimine,Ventilatsioon,Parkimiskohti,tasuline parkimine,Lisanduvad kommunaalid,Maakleritasu,Piirangud,maakond
57,8244858,"Salu tee 57, Annelinn,Tartu linn, Tartu maakond",2022-10-23,valmis,2,,43.7 m²,2,2,korteriomand,,106900.0,,"336 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,puitmaja,2006,gaasiküte,,,,,,,gaasipliit,,,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,,,tartu
58,8684234,"Aardla tn 124, Ränilinn,Tartu linn, Tartu maakond",2022-10-23,valmis,3,2,61 m²,3,5,korteriomand,"trepikoda lukus,turvauks",158000.0,,"496 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,paneelmaja,,keskküte,"vann,dušš,tsentraalne kanalisatsioon",,,,,panipaik,gaasipliit,internet,,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,,,tartu
59,3987140,"Keskuse tn 13,Märja alevik, Tartu linn, Tartu maakond",2022-10-23,,3,2,62.6 m²,5,5,korteriomand,trepikoda lukus,93900.0,1 500 €/m²,"295 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,paneelmaja,1983,keskküte,"wc ja vannituba eraldi,boiler,dušš,pesumasin",1,,,"mööbli võimalus,külmik",kelder,elektripliit,"kaabel-TV,internet",,,,,,,kinnine rõdu,,,,,,,jah,,,,,,,tartu
60,3382760,"Poe tn 10, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,valmis,2,1,70.1 m²,4,4,korteriomand,trepikoda lukus,285000.0,4 065.62 €/m²,"895 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,kivimaja,1949,,"dušš,pesumasin",,,79507:057:0002,"mööbel,mööbli võimalus,külmik",,,"internet,telefon,kaabel-TV",,,,,0,,,,,,,,,jah,,,,,,,tartu
61,5023069,"Kesk tn 15,Elva linn, Tartu maakond",2022-10-23,valmis,6,3,146.5 m²,1,2,korteriomand,naabrivalve,135000.0,921.50 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,puitmaja,1935,"elektriküte,õhksoojuspump",boiler,,,17007:003:0003,,,,internet,,,,,,,,,,,,,,,,,,,,,tartu
62,4927847,"Puiestee tn 84, Ülejõe,Tartu linn, Tartu maakond",2022-10-23,valmis,3,2,51.8 m²,2,2,korteriomand,naabrivalve,140000.0,2 702.70 €/m²,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,puitmaja,1977,"elektriküte,põrandaküte,tahkekütus","dušš,boiler",,,79512:041:0007,,,elektripliit,internet,,,80.00,,,,,,,,,,,,,,,,,,tartu
63,3913361,"Väike-Turu tn 5, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,225 m²,22,22,korteriomand,"turvasüsteem,trepikoda lukus,videokaamerad",860000.0,3 822.22 €/m²,"2 702 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,betoonmaja,2008,"keskküte,põrandaküte","wc ja vannituba eraldi,saun,tsentraalne kanalisatsioon,vann,pesumasin,dušš",,,,mööbel,"panipaik,garderoob",elektripliit,"telefon,digi-TV,internet",,,,,,jah,terrass,parkimiskoht garaažis,,,,,,,,,,,,,tartu
64,8246069,"Kalda tee 2, Annelinn,Tartu linn, Tartu maakond",2022-10-23,valmis,3,2,58.7 m²,2,5,korteriomand,,120000.0,2 044.29 €/m²,"377 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",E,kivimaja,1977,,,1,0.00,79516:022:0008,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
65,5894816,"Mõisavahe tn 43, Annelinn,Tartu linn, Tartu maakond",2022-10-23,vajab renoveerimist,2,1,46.1 m²,1,9,korteriomand,"turvauks,trepikoda lukus",95000.0,2 060.74 €/m²,"298 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",D,paneelmaja,1995,keskküte,"vann,wc ja vannituba eraldi,dušš",,,79516:021:0017,,panipaik,,"telefon,internet,kaabel-TV",3.00,,,,0,,rõdu,,,,,,,jah,,,,,,,tartu
66,1816788,"Kloostri tn 1B, Kesklinn, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,108.2 m²,1,3,korteriomand,"videokaamerad,trepikoda lukus",399000.0,3 687.62 €/m²,"1 254 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,betoonmaja,2019,keskküte,"pesumasin,tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš",2,,,"eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus",garderoob,elektripliit,"telefon,digi-TV,internet",26.40,,,,,,terrass,kindel parkimiskoht kinnistul,,rullmaterjal,,,,,sundventilatsioon,,,,,,tartu
67,4778082,"Saarekese  10,Märja alevik, Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,126.3 m²,1,2,korteriomand,,215000.0,1 702.30 €/m²,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
68,7890502,"Saarekese  10,Märja alevik, Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,126.3 m²,1,2,korteriomand,,215000.0,1 702.30 €/m²,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
69,4557119,"Aleksandri tn 4, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,valmis,3,2,49.4 m²,2,4,korteriomand,,145000.0,2 935.22 €/m²,"456 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",E,kivimaja,1963,,,,,79507:053:0024,,,,,,,,,,,,,,,,,,,,,,,,,tartu
70,1007430,"Männi tn 13,Kambja alevik, Kambja vald, Tartu maakond",2022-10-23,vajab renoveerimist,3,2,63.2 m²,5,5,korteriomand,trepikoda lukus,67000.0,,"210 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",F,paneelmaja,1937,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin,dušš,vann",1,,28203:005:0029,"mööbel,mööbli võimalus",kelder,gaasipliit,internet,,,,,2111604,,rõdu,tasuta parkimine,,bituumen,,,,,,,,,,,tartu
71,5844406,"Kannikese tn 33-53, Veeriku,Tartu linn, Tartu maakond",2022-10-23,vajab renoveerimist,1,,27.3 m²,3,5,korteriomand,trepikoda lukus,59900.0,2 194.14 €/m²,"188 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,1975,keskküte,"dušš,vann,wc ja vannituba eraldi",,,,,kelder,,internet,,,,,,,,tasuta parkimine,,,,,,,sundventilatsioon,,,,,,tartu
72,5871094,"Riia tn 215, Ränilinn,Tartu linn, Tartu maakond",2022-10-23,valmis,2,,39 m²,,3,korteriomand,trepikoda lukus,109900.0,2 817.95 €/m²,"345 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,puitmaja,2020,"gaasiküte,keskküte,elektriküte","dušš,pesumasin",,,28301:001:0054,"mööbel,mööbli võimalus,külmik",panipaik,elektripliit,,,,,,,,,,,,,,,jah,,1,,,,,tartu
73,8579822,"Sõbra 35, Karlova,Tartu linn, Tartu maakond",2022-10-23,vajab renoveerimist,3,,61.7 m²,2,2,,,72900.0,1 181.52 €/m²,"229 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,puitmaja,,,,,0.00,79508:062:0013,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
74,6566730,"Vao 1, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uus viimistlus,2,1,59.5 m²,3,3,korteriomand,,149000.0,2 504.20 €/m²,"468 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,2006,,,1,0.00,79512:010:0018,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
75,7483841,"Kaupmehe 6-17, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,2,2,64.3 m²,3,4,korteriomand,,165400.0,2 572.32 €/m²,"520 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
76,5257427,"Kaupmehe 6-19, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,81.4 m²,3,4,korteriomand,,194890.0,2 394.23 €/m²,"612 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
77,9370183,"Kaupmehe 6-23, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,2,2,64.7 m²,3,4,korteriomand,,165200.0,2 553.32 €/m²,"519 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
78,3912936,"Kaupmehe 6-32, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,91.3 m²,4,4,korteriomand,,207100.0,2 268.35 €/m²,"651 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
79,8417636,"Iirise 1-6, Ihaste,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,85.8 m²,1,2,korteriomand,,229000.0,2 669 €/m²,"719 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
80,9219286,"Iirise 3-7, Ihaste,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,85.2 m²,1,2,korteriomand,,239000.0,2 805.16 €/m²,"751 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
81,2941454,"Tähtvere 3b, Supilinn,Tartu linn, Tartu maakond",2022-10-23,valmis,2,1,97.9 m²,3,3,korteriomand,,159900.0,1 633.30 €/m²,"502 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",E,kivimaja,2005,,,1,0.00,79513:013:0056,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
82,4266984,"Õpetaja tn 8,Lähte alevik, Tartu vald, Tartu maakond",2022-10-23,renoveeritud,2,1,53 m²,2,2,korteriomand,,75000.0,1 415.09 €/m²,"236 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,1974,,,1,0.00,79401:005:0452,,,,,,,,,,,,,,,,,,,,,,,,,tartu
83,1966833,"Käo tee 42,Elva linn, Tartu maakond",2022-10-23,valmis,2,1,42.4 m²,2,2,korteriomand,,80000.0,1 886.79 €/m²,"251 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,,1964,,,,,17005:002:0032,,panipaik,puupliit,,,,,,,,,,,,,,,,,,,,,,tartu
84,7001030,"Vaba tn. 31, Karlova,Tartu linn, Tartu maakond",2022-10-23,,2,1,48.7 m²,3,3,korteriomand,,129900.0,2 667.35 €/m²,"408 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
85,3719895,"Aardla tn 120, Ränilinn,Tartu linn, Tartu maakond",2022-10-23,valmis,1,,27.2 m²,4,5,korteriomand,,65000.0,2 389.71 €/m²,"204 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",E,kivimaja,1973,,,1,,79505:005:0056,,panipaik,,,,,,,0,,,,,,,,,,,,,,,,tartu
86,2613369,"Kaupmehe tn 6,Vahi alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,3,2,65.3 m²,2,4,korteriomand,,195780.0,2 998.16 €/m²,"615 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
87,5067283,"Kaupmehe 6, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,65.3 m²,2,4,korteriomand,,195780.0,2 998.16 €/m²,"615 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
88,5882259,"Kaupmehe 6, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,2,1,49.6 m²,2,4,korteriomand,,164470.0,3 315.93 €/m²,"517 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
89,7307482,"Kaupmehe tn 6,Vahi alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,2,1,49.6 m²,2,4,korteriomand,,164470.0,3 315.93 €/m²,"517 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
90,1874227,"Kaupmehe 6, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,78.6 m²,4,4,korteriomand,,207100.0,2 634.86 €/m²,"651 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
91,8689664,"Kaupmehe tn 6,Vahi alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,78.6 m²,4,4,korteriomand,,207100.0,2 634.86 €/m²,"651 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,0.00,,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
92,3978877,"Erminurme tee 20-2,Tila küla, Tartu vald, Tartu maakond",2022-10-23,uusehitis,2,1,51.2 m²,1,2,korteriomand,,184900.0,3 611.33 €/m²,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2023,põrandaküte,,,,79601:001:1063,,,,,10.60,,,,17873750,,rõdu,,,,,,,,,,,,,,tartu
93,2868677,"Vesneri,Vesneri küla, Tartu vald, Tartu maakond",2022-10-23,,3,,104.6 m²,,2,kinnistu,,119000.0,1 137.67 €/m²,"374 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,palkmaja,,"maaküte,keskküte,ahjuküte",dušš,,,79403:004:0294,mööbli võimalus,,,,,,,,,,,,,,,,,,,,,,,,tartu
94,3430073,"Anne tn 51, Annelinn,Tartu linn, Tartu maakond",2022-10-23,valmis,1,,28 m²,4,5,korteriomand,trepikoda lukus,71000.0,2 535.71 €/m²,"223 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",E,kivimaja,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,,79516:055:0005,"TV,külmik",kelder,,,,,,,,,,,,,,,,,,,,,,,tartu
95,7905682,"Kaupmehe 6-23, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,2,1,64.7 m²,3,4,korteriomand,,165200.0,2 553.32 €/m²,"519 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
96,1921601,"Kaupmehe 6-28, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,79.9 m²,4,4,korteriomand,,195780.0,2 450.31 €/m²,"615 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
97,3111014,"Kaupmehe 6-32, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,91.3 m²,4,4,korteriomand,,207100.0,2 268.35 €/m²,"651 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
98,3557922,"Kaupmehe 6-4, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,79.6 m²,1,4,korteriomand,,190780.0,2 396.73 €/m²,"599 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
99,4023225,"Kaupmehe 6-17, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,2,1,64.3 m²,3,4,korteriomand,,165400.0,2 572.32 €/m²,"520 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
100,4713216,"Õnne tn 16, Karlova,Tartu linn, Tartu maakond",2022-10-23,valmis,2,1,44.3 m²,1,3,korteriomand,"turvauks,trepikoda lukus",145000.0,3 273.14 €/m²,"456 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,,"keskküte,põrandaküte","dušš,pesumasin,tsentraalne kanalisatsioon,boiler",1,,,"eraldi sissepääs,külmik",,elektripliit,"internet,digi-TV,telefon",,350.00,,,,,,tasuta parkimine,31.07.2018,,,,,,,,,"elekter,küte,vesi,kõik kommunaalteenused",350.00,,tartu
101,4156670,"Fortuuna 1, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,san remont tehtud,2,,67.7 m²,3,10,,,169000.0,2 496.31 €/m²,"531 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,paneelmaja,1998,,,,0.00,,,,,,,,,,0,,,,,,,,,,,,,,,,tartu
102,3959013,"Anne tn 2, Ülejõe,Tartu linn, Tartu maakond",2022-10-23,valmis,2,1,47.4 m²,5,5,korteriomand,trepikoda lukus,105000.0,2 215.19 €/m²,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,kivimaja,1970,"keskküte,põrandaküte",dušš,,,,külmik,panipaik,gaasipliit,,0.00,,,,0,,rõdu,,,,,,,jah,,,,,,,tartu
103,5740832,"Männikäbi tn 9,Ülenurme alevik, Kambja vald, Tartu maakond",2022-10-23,valmis,3,,67.6 m²,2,2,korteriomand,,145500.0,,"457 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,kivimaja,2008,"õhksoojuspump,gaasiküte",,,,,,,elektripliit,,,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,,,tartu
104,2664746,"Riia tn 215, Ränilinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,,75.4 m²,2,3,korteriomand,trepikoda lukus,170000.0,2 254.64 €/m²,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,,2020,"gaasiküte,elektriküte","wc ja vannituba eraldi,dušš",,,28301:001:0054,külmik,panipaik,,,,,,,,,,,,,,,,jah,,1,,,,,tartu
105,5578235,"Anne tn 88, Annelinn,Tartu linn, Tartu maakond",2022-10-23,valmis,3,2,64.8 m²,6,9,korteriomand,trepikoda lukus,119000.0,1 836.42 €/m²,"374 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",D,paneelmaja,1986,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",,,79516:018:0033,"mööbel,mööbli võimalus,külmik",,,kaabel-TV,0.00,,,,0,jah,rõdu,,,,,,,,,,,,,,tartu
106,5369153,"Keskuse tn 14-5,Märja alevik, Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,73.4 m²,2,5,korteriomand,,185000.0,2 520.44 €/m²,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
107,5200674,"Keskuse tn 14-2,Märja alevik, Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,107.7 m²,1,5,korteriomand,,225000.0,2 089.14 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
108,7313242,"Keskuse tn 14-14,Märja alevik, Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,64.2 m²,4,5,korteriomand,,160000.0,2 492.21 €/m²,"503 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
109,9249628,"Sooääre 19,Koosa küla, Peipsiääre vald, Tartu maakond",2022-10-23,,2,1,46.1 m²,2,3,korteriomand,,46999.0,1 019.50 €/m²,"148 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,1986,tahkekütus,"boiler,wc ja vannituba eraldi,vann",,,86102:001:0155,,,elektripliit,internet,,,,,3532304,,,,,,4169 m²,,,,,,,,,,tartu
110,8019090,"Aasa tee 1,Ilmatsalu alevik, Tartu linn, Tartu maakond",2022-10-23,valmis,2,,42.6 m²,1,3,korteriomand,,84900.0,1 992.96 €/m²,"267 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,paneelmaja,1972,keskküte,"pesumasin,dušš",,,83101:001:0464,"mööbel,mööbli võimalus,külmik",,,,,,,,0,,,,,,,,,jah,,,,,,,tartu
111,3081937,"Kalda tee 18, Annelinn,Tartu linn, Tartu maakond",2022-10-23,,2,1,46.5 m²,5,5,korteriomand,trepikoda lukus,85555.0,1 839.89 €/m²,"269 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",D,,1974,,"pesumasin,vann,tsentraalne kanalisatsioon",1,,,mööbel,panipaik,elektripliit,"internet,digi-TV,telefon",,,,,,,,tasuta parkimine,,,,,,,,,,,,,tartu
112,1172915,"Kaunase pst 10a, Annelinn,Tartu linn, Tartu maakond",2022-10-23,renoveeritud,2,1,51.9 m²,5,5,korteriomand,trepikoda lukus,96000.0,1 849.71 €/m²,"302 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",E,,1978,keskküte,pesumasin,,,79516:026:0005,mööbli võimalus,,gaasipliit,kaabel-TV,,,,,1872003,,rõdu,,,,2496 m²,,,,,,,,,,tartu
113,8933042,"Kaalukoja tee 1, Annelinn,Tartu linn, Tartu maakond",2022-10-23,valmis,3,2,75.1 m²,2,3,korteriomand,"trepikoda lukus,naabrivalve",179000.0,2 383.49 €/m²,"562 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",B,kivimaja,2014,"õhksoojuspump,põrandaküte,keskküte","dušš,pesumasin",,,43201:001:1171,"mööbel,mööbli võimalus,külmik",,elektripliit,,5.20,,,,0,,rõdu,,,,,,,jah,,,,,,,tartu
114,5255405,"Mõisavahe tn 3, Annelinn,Tartu linn, Tartu maakond",2022-10-23,,2,2,49.2 m²,5,5,korteriomand,"trepikoda lukus,naabrivalve",81000.0,1 646.34 €/m²,"254 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,paneelmaja,1983,keskküte,"dušš,pesumasin,wc ja vannituba eraldi",,,79516:028:0017,mööbli võimalus,,gaasipliit,"kaabel-TV,internet",0.00,,,,0,,rõdu,,,,,,,jah,,,,,,,tartu
115,7151208,"Järve tee,Ilmatsalu alevik, Tartu linn, Tartu maakond",2022-10-23,valmis,2,,39.8 m²,2,2,korteriomand,,78000.0,1 959.80 €/m²,"245 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,,keskküte,,,,83101:002:0231,mööbli võimalus,,,,,,,,,,,,,,,,,jah,,,,,,,tartu
116,4581117,"Põhja pst 8, Jaamamõisa,Tartu linn, Tartu maakond",2022-10-23,valmis,3,,56.6 m²,2,5,korteriomand,trepikoda lukus,95000.0,1 678.45 €/m²,"298 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,,keskküte,,1,,79515:005:0002,,,,,,,,,,,,,,,,,,,,,,,,,tartu
117,9367596,"Ida tn 4, Jaamamõisa,Tartu linn, Tartu maakond",2022-10-23,valmis,3,,81 m²,3,3,korteriomand,,159900.0,,"502 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,,2007,keskküte,,,,,,,elektripliit,,,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,,,tartu
118,6768172,"Mõisavahe tn  38, Annelinn,Tartu linn, Tartu maakond",2022-10-23,,3,,65.3 m²,5,9,,,105000.0,1 607.96 €/m²,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,paneelmaja,1996,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
119,5999376,"Riia tn 20, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,1,1,37.4 m²,1,3,korteriomand,,139900.0,3 740.64 €/m²,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",B,paneelmaja,2022,,,1,,79501:002:0631,,,,,,,,,,,,,,,,,,,,,,,,muud piirangud,tartu
